BHC_NAME,RSSD_ID,REPORTING_MONTH,PORTFOLIO_ID,SEGMENT_ID,Product Type,Age,Credit Score,Delinquency Status,Education Level,# Accounts,$ Outstandings,# Accounts in Repayment,$ Outstandings in Repayment,# New Disbursements,$ New Disbursements,$ Unpaid Principal Balance with Co-Signer,$ Unpaid Principal Balance in Grace,$ Unpaid Principal Balance in Deferment,$ Unpaid Principal Balance in Forbearance,$ Gross Contractual Charge-offs,$ Bankruptcy Charge-offs,$ Recoveries,$ Net Charge-offs,Adjustment Factor,WAL
Bank_96,361826,2025-02,Student,102020404,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,XX - >660,04 - 90-119 DPD,04 - Not available,5188,408.04,358,212.95,16,158.39,111.38,16.17,81.07,27.16,2.0,0.15,0.68,1.47,0.0,56
Bank_97,293313,2025-02,Student,102020501,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,XX - >660,05 - 120+ DPD,01 - Undergraduate - 4 year,4702,300.22,264,139.72,974,148.7,153.64,74.47,15.18,19.97,2.62,1.02,0.15,3.49,0.0,31
Bank_98,845699,2025-02,Student,102020502,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,XX - >660,05 - 120+ DPD,02 - Graduate / Professional,6611,264.29,171,18.58,728,188.68,17.91,55.49,29.81,93.22,3.49,1.47,0.15,4.81,0.09,31
Bank_99,969528,2025-02,Student,102020503,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,XX - >660,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",4581,307.54,118,14.93,890,103.55,81.91,60.77,64.5,40.49,2.86,0.52,0.33,3.05,0.0,53
Bank_100,365641,2025-02,Student,102020504,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,XX - >660,05 - 120+ DPD,04 - Not available,5184,493.16,282,256.56,893,25.08,65.31,84.6,52.96,49.36,2.16,1.94,0.54,3.56,0.0,62
Bank_101,682394,2025-02,Student,102030101,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,2596,365.78,107,76.92,725,160.74,143.98,62.6,30.12,9.04,4.52,0.82,0.14,5.2,0.0,36
Bank_102,915898,2025-02,Student,102030102,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,01 - Current & 1-29 DPD,02 - Graduate / Professional,2937,239.11,382,19.31,584,96.67,17.42,40.0,90.32,11.25,1.91,1.49,1.1,2.3,0.0,70
Bank_103,995421,2025-02,Student,102030103,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",2702,195.47,474,119.39,234,89.72,139.14,57.89,65.61,79.65,3.62,1.39,0.58,4.43,0.0,67
Bank_104,860520,2025-02,Student,102030104,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,01 - Current & 1-29 DPD,04 - Not available,6174,183.51,229,227.04,296,156.81,172.09,41.6,29.99,8.89,0.73,1.19,0.96,0.96,0.0,30
Bank_105,733621,2025-02,Student,102030201,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,02 - 30-59 DPD,01 - Undergraduate - 4 year,6736,370.93,130,275.12,276,184.12,125.4,55.95,87.84,78.8,1.02,1.28,0.48,1.82,-0.32,59
Bank_106,234207,2025-02,Student,102030202,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,02 - 30-59 DPD,02 - Graduate / Professional,4003,58.02,105,249.4,169,19.62,180.09,69.58,18.22,85.33,4.32,1.7,1.01,5.01,-0.0,28
Bank_107,677278,2025-02,Student,102030203,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",8924,166.46,386,64.98,474,119.72,193.14,25.01,43.13,54.24,3.18,0.56,0.52,3.22,0.0,26
Bank_108,602498,2025-02,Student,102030204,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,02 - 30-59 DPD,04 - Not available,5966,496.12,107,279.7,483,168.65,112.42,59.72,58.63,93.81,2.08,1.72,0.87,2.93,0.0,46
Bank_109,354649,2025-02,Student,102030301,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,03 - 60-89 DPD,01 - Undergraduate - 4 year,1711,203.42,477,137.34,128,83.45,54.12,88.91,34.84,12.57,3.8,0.39,0.44,3.75,0.0,39
Bank_110,513479,2025-02,Student,102030302,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,03 - 60-89 DPD,02 - Graduate / Professional,7240,53.22,101,38.97,462,51.48,120.26,68.4,15.73,39.01,4.24,1.26,0.54,4.96,0.0,57
Bank_111,984224,2025-02,Student,102030303,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",4766,58.43,53,225.68,630,163.74,83.77,49.55,53.92,43.21,2.82,1.23,1.11,2.94,0.0,30
Bank_112,362228,2025-02,Student,102030304,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,03 - 60-89 DPD,04 - Not available,1125,439.44,271,161.92,34,146.95,82.98,41.45,57.16,82.64,2.92,1.62,1.02,3.52,0.7,49
Bank_113,840317,2025-02,Student,102030401,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,04 - 90-119 DPD,01 - Undergraduate - 4 year,8096,227.99,344,187.67,482,129.9,47.33,53.6,98.78,65.68,4.22,0.99,1.22,3.99,0.0,66
Bank_114,741194,2025-02,Student,102030402,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,04 - 90-119 DPD,02 - Graduate / Professional,6732,87.05,140,89.88,556,121.39,94.44,81.44,95.43,65.5,1.02,1.89,1.41,1.5,-0.0,49
Bank_115,430083,2025-02,Student,102030403,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",9426,450.45,349,65.11,365,149.47,149.21,96.15,23.05,30.88,4.44,1.45,0.71,5.18,-0.0,63
Bank_116,487009,2025-02,Student,102030404,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,04 - 90-119 DPD,04 - Not available,5532,134.49,445,154.58,258,109.65,79.16,81.37,80.63,59.82,4.5,0.96,0.5,4.96,0.0,33
Bank_117,508447,2025-02,Student,102030501,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,05 - 120+ DPD,01 - Undergraduate - 4 year,6931,101.27,230,133.15,119,120.04,192.98,83.53,61.71,39.69,1.13,1.67,1.35,1.45,0.0,12
Bank_118,978744,2025-02,Student,102030502,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,05 - 120+ DPD,02 - Graduate / Professional,4517,440.44,176,216.89,670,142.26,130.6,23.18,98.54,74.82,2.91,0.65,0.38,3.18,0.0,36
Bank_119,272401,2025-02,Student,102030503,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",9333,379.86,335,235.46,503,151.25,112.79,13.2,80.77,64.75,1.77,0.1,0.42,1.45,-0.93,31
Bank_120,145903,2025-02,Student,102030504,01 - Managed - Gov Guaranteed,02 - 5 years <= Age < 6 years,,05 - 120+ DPD,04 - Not available,3681,271.9,255,81.93,470,112.37,189.95,24.34,84.96,98.28,4.45,0.66,0.59,4.52,-0.0,70
Bank_121,233614,2025-02,Student,103010101,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,2943,197.06,163,258.06,813,143.86,37.36,59.4,11.14,30.67,4.79,1.15,1.45,4.49,0.0,24
Bank_122,295025,2025-02,Student,103010102,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,01 - Current & 1-29 DPD,02 - Graduate / Professional,7287,111.22,430,106.47,956,132.61,102.0,65.75,37.06,83.44,2.87,1.81,0.26,4.42,0.0,49
Bank_123,194001,2025-02,Student,103010103,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",5449,178.92,273,139.08,531,61.26,115.93,28.23,17.88,93.34,1.64,1.95,1.2,2.39,0.0,13
Bank_124,699720,2025-02,Student,103010104,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,01 - Current & 1-29 DPD,04 - Not available,9413,188.87,394,258.26,919,166.54,75.97,29.45,37.86,50.67,1.22,1.25,0.14,2.33,0.0,66
Bank_125,988009,2025-02,Student,103010201,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,02 - 30-59 DPD,01 - Undergraduate - 4 year,5953,206.65,253,37.86,279,5.11,21.64,38.03,16.48,45.19,4.82,2.0,1.4,5.42,0.0,29
Bank_126,875539,2025-02,Student,103010202,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,02 - 30-59 DPD,02 - Graduate / Professional,5625,109.12,166,214.47,871,29.84,147.09,78.66,86.88,84.7,1.37,0.53,0.39,1.51,0.05,30
Bank_127,895197,2025-02,Student,103010203,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",3670,286.28,243,284.25,785,59.24,51.02,32.67,23.01,16.96,0.5,1.69,1.03,1.16,0.0,34
Bank_128,395941,2025-02,Student,103010204,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,02 - 30-59 DPD,04 - Not available,1832,269.33,208,257.65,241,30.66,173.4,69.3,9.95,86.95,4.97,1.11,0.1,5.98,0.0,65
Bank_129,563387,2025-02,Student,103010301,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,03 - 60-89 DPD,01 - Undergraduate - 4 year,7268,318.02,71,123.66,239,129.66,53.36,63.54,31.27,75.89,2.68,1.92,0.7,3.9,0.0,64
Bank_130,554101,2025-02,Student,103010302,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,03 - 60-89 DPD,02 - Graduate / Professional,3994,327.75,202,93.22,526,171.39,198.77,30.49,47.97,20.9,1.89,0.85,1.36,1.38,0.0,54
Bank_131,577604,2025-02,Student,103010303,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",6434,309.64,479,60.78,976,157.19,30.02,19.89,21.07,12.56,0.53,1.41,1.02,0.92,0.0,32
Bank_132,588777,2025-02,Student,103010304,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,03 - 60-89 DPD,04 - Not available,6825,384.11,117,284.64,994,105.16,91.96,96.46,81.75,35.44,4.8,0.56,0.29,5.07,0.0,55
Bank_133,178088,2025-02,Student,103010401,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,04 - 90-119 DPD,01 - Undergraduate - 4 year,9625,276.59,105,157.16,65,175.89,52.21,38.13,22.98,50.96,4.9,0.41,0.6,4.71,-0.69,15
Bank_134,184713,2025-02,Student,103010402,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,04 - 90-119 DPD,02 - Graduate / Professional,8599,255.85,105,28.27,695,31.59,162.68,10.45,86.03,78.15,0.52,0.85,1.43,-0.06,-0.0,51
Bank_135,145050,2025-02,Student,103010403,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",4868,321.55,306,104.65,540,142.97,62.38,32.6,24.35,16.88,4.63,0.74,0.16,5.21,0.0,32
Bank_136,377229,2025-02,Student,103010404,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,04 - 90-119 DPD,04 - Not available,5927,472.92,174,262.72,780,33.31,111.71,62.18,36.13,28.44,3.23,1.38,1.24,3.37,0.0,53
Bank_137,711418,2025-02,Student,103010501,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,05 - 120+ DPD,01 - Undergraduate - 4 year,2303,207.66,93,138.0,332,90.53,69.13,36.29,40.72,59.45,4.23,0.88,0.11,5.0,0.0,67
Bank_138,583272,2025-02,Student,103010502,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,05 - 120+ DPD,02 - Graduate / Professional,3968,56.27,476,275.16,834,133.38,195.35,32.0,59.81,25.47,3.09,0.19,0.95,2.33,0.0,29
Bank_139,368707,2025-02,Student,103010503,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",5292,97.99,94,236.0,596,139.05,160.61,45.74,60.51,38.13,1.2,1.67,0.62,2.25,0.0,70
Bank_140,943534,2025-02,Student,103010504,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - <=660,05 - 120+ DPD,04 - Not available,6341,350.65,278,79.11,751,152.95,144.9,18.85,83.53,39.23,3.46,0.61,0.63,3.44,0.2,72
Bank_141,194204,2025-02,Student,103020101,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,2489,472.69,395,125.38,664,105.68,172.66,59.75,58.87,17.89,2.5,0.2,0.51,2.19,-0.0,42
Bank_142,170751,2025-02,Student,103020102,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,01 - Current & 1-29 DPD,02 - Graduate / Professional,3272,357.81,306,59.94,190,125.72,155.56,35.89,48.11,22.64,1.74,0.12,0.76,1.1,0.0,71
Bank_143,670509,2025-02,Student,103020103,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",2919,360.19,484,40.9,668,163.17,73.3,23.96,32.32,8.87,4.25,1.66,0.33,5.58,0.0,26
Bank_144,632510,2025-02,Student,103020104,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,01 - Current & 1-29 DPD,04 - Not available,7828,336.1,405,146.16,177,138.71,6.13,34.33,79.6,70.34,3.63,0.32,0.98,2.97,0.0,31
Bank_145,406045,2025-02,Student,103020201,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,02 - 30-59 DPD,01 - Undergraduate - 4 year,1902,394.54,274,176.12,814,176.56,169.99,94.08,97.47,42.8,2.45,1.93,0.38,4.0,0.0,69
Bank_146,526812,2025-02,Student,103020202,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,02 - 30-59 DPD,02 - Graduate / Professional,1891,245.62,474,18.67,459,95.77,59.84,68.3,62.91,51.88,1.5,1.03,1.31,1.22,-0.0,18
Bank_147,898292,2025-02,Student,103020203,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",1080,293.46,268,129.91,581,7.9,54.31,75.26,41.81,45.3,3.7,0.38,0.67,3.41,0.09,48
Bank_148,822870,2025-02,Student,103020204,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,02 - 30-59 DPD,04 - Not available,5941,358.72,397,71.28,737,63.07,169.9,89.8,96.58,79.69,1.56,0.23,1.44,0.35,-0.0,58
Bank_149,683740,2025-02,Student,103020301,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,03 - 60-89 DPD,01 - Undergraduate - 4 year,3461,318.67,359,70.84,46,184.87,151.62,96.4,42.6,10.39,1.51,1.75,0.49,2.77,0.0,33
Bank_150,919742,2025-02,Student,103020302,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,03 - 60-89 DPD,02 - Graduate / Professional,7499,91.32,378,79.05,969,56.43,126.9,75.49,86.59,92.38,4.35,0.63,1.45,3.53,0.0,42
Bank_151,354677,2025-02,Student,103020303,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",1203,60.56,85,21.56,197,98.31,154.93,26.18,31.9,93.83,3.13,0.24,0.59,2.78,-0.0,25
Bank_152,431009,2025-02,Student,103020304,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,03 - 60-89 DPD,04 - Not available,7107,492.37,188,200.71,301,136.1,195.72,12.53,51.06,44.98,3.38,0.6,1.04,2.94,0.0,42
Bank_153,838364,2025-02,Student,103020401,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,04 - 90-119 DPD,01 - Undergraduate - 4 year,2699,66.39,393,140.96,689,97.41,129.6,79.17,69.42,82.8,4.68,0.31,0.75,4.24,0.0,29
Bank_154,892875,2025-02,Student,103020402,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,04 - 90-119 DPD,02 - Graduate / Professional,5131,226.26,64,190.95,969,25.57,27.34,96.56,61.31,46.34,1.75,1.81,1.47,2.09,-0.04,50
Bank_155,839106,2025-02,Student,103020403,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",7550,345.05,432,202.84,529,31.94,154.48,15.88,54.76,92.8,3.86,0.5,0.13,4.23,0.0,30
Bank_156,783246,2025-02,Student,103020404,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,04 - 90-119 DPD,04 - Not available,1161,228.07,405,280.65,960,48.88,175.18,67.66,28.91,92.93,0.88,0.81,0.94,0.75,0.0,23
Bank_157,139902,2025-02,Student,103020501,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,05 - 120+ DPD,01 - Undergraduate - 4 year,1333,203.97,152,7.73,185,166.21,64.25,62.05,89.82,36.68,3.35,0.9,0.2,4.05,0.0,64
Bank_158,881313,2025-02,Student,103020502,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,05 - 120+ DPD,02 - Graduate / Professional,3269,264.74,383,227.71,850,79.83,108.65,77.59,48.72,44.4,3.11,0.78,0.26,3.63,0.0,63
Bank_159,132967,2025-02,Student,103020503,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",1584,88.64,257,15.4,515,164.44,88.45,79.47,15.58,90.98,2.41,0.92,1.4,1.93,-0.0,56
Bank_160,766026,2025-02,Student,103020504,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,XX - >660,05 - 120+ DPD,04 - Not available,7181,198.01,447,165.38,355,35.56,168.98,63.83,79.9,100.0,1.58,0.96,1.3,1.24,0.0,69
Bank_161,550396,2025-02,Student,103030101,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,4417,455.88,170,65.25,10,65.52,119.17,32.17,55.66,81.26,4.36,1.08,0.67,4.77,0.27,64
Bank_162,911871,2025-02,Student,103030102,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,01 - Current & 1-29 DPD,02 - Graduate / Professional,5730,490.01,76,20.98,816,119.4,102.58,31.88,81.58,21.52,2.57,1.27,1.04,2.8,0.0,16
Bank_163,990066,2025-02,Student,103030103,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",7817,55.28,251,165.76,113,183.44,148.89,76.8,80.18,18.77,2.44,1.52,0.64,3.32,0.0,54
Bank_164,433164,2025-02,Student,103030104,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,01 - Current & 1-29 DPD,04 - Not available,8133,286.11,480,169.88,615,168.12,171.48,46.21,16.28,68.73,1.71,0.74,0.51,1.94,-0.0,37
Bank_165,659392,2025-02,Student,103030201,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,02 - 30-59 DPD,01 - Undergraduate - 4 year,1509,245.29,252,296.53,497,46.0,27.47,43.41,6.85,56.57,2.13,1.87,0.94,3.06,0.0,13
Bank_166,665846,2025-02,Student,103030202,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,02 - 30-59 DPD,02 - Graduate / Professional,1531,497.18,69,11.8,559,146.43,79.34,37.41,61.11,82.31,3.33,0.68,0.54,3.47,0.0,56
Bank_167,778914,2025-02,Student,103030203,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",8301,493.97,333,138.51,375,109.47,46.69,44.48,76.68,90.91,0.7,1.02,0.97,0.75,0.0,48
Bank_168,571298,2025-02,Student,103030204,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,02 - 30-59 DPD,04 - Not available,2159,359.94,467,134.78,193,178.7,49.67,94.82,56.47,59.91,2.17,1.56,0.87,2.86,-0.74,45
Bank_169,738286,2025-02,Student,103030301,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,03 - 60-89 DPD,01 - Undergraduate - 4 year,7550,71.43,263,182.23,705,44.34,193.64,98.69,6.72,29.17,4.89,0.45,1.21,4.13,0.0,25
Bank_170,882044,2025-02,Student,103030302,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,03 - 60-89 DPD,02 - Graduate / Professional,4805,166.52,338,51.76,1000,81.91,168.29,14.07,71.59,89.33,2.02,0.75,1.15,1.62,0.0,58
Bank_171,226883,2025-02,Student,103030303,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",2798,297.68,436,63.51,741,19.46,26.3,53.25,65.52,7.52,1.18,0.94,1.49,0.63,-0.0,50
Bank_172,844691,2025-02,Student,103030304,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,03 - 60-89 DPD,04 - Not available,4773,322.31,359,101.99,874,124.43,31.17,35.97,63.81,38.07,1.41,1.39,1.25,1.55,0.0,43
Bank_173,745739,2025-02,Student,103030401,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,04 - 90-119 DPD,01 - Undergraduate - 4 year,5933,103.99,80,49.56,996,14.73,95.09,65.9,70.93,42.42,4.28,0.79,1.36,3.71,0.0,33
Bank_174,410597,2025-02,Student,103030402,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,04 - 90-119 DPD,02 - Graduate / Professional,5279,271.92,157,18.11,354,32.0,145.82,92.2,34.72,20.05,3.06,1.75,1.01,3.8,-0.0,34
Bank_175,431473,2025-02,Student,103030403,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",7510,220.97,83,53.05,681,101.19,197.04,14.14,53.6,22.46,3.61,1.58,0.81,4.38,0.09,26
Bank_176,458520,2025-02,Student,103030404,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,04 - 90-119 DPD,04 - Not available,3759,129.68,209,228.98,740,186.7,162.05,66.19,45.89,61.81,1.04,0.7,0.66,1.08,0.0,17
Bank_177,976252,2025-02,Student,103030501,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,05 - 120+ DPD,01 - Undergraduate - 4 year,7473,348.13,333,103.81,167,124.49,172.68,96.51,95.62,41.92,4.64,1.17,0.91,4.9,0.0,30
Bank_178,228220,2025-02,Student,103030502,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,05 - 120+ DPD,02 - Graduate / Professional,9371,68.7,231,297.96,651,143.68,56.09,52.56,81.84,27.47,3.63,1.93,0.13,5.43,0.0,44
Bank_179,794281,2025-02,Student,103030503,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",5817,256.13,105,21.49,287,39.33,38.58,69.63,48.2,32.46,0.53,0.98,1.0,0.51,0.0,69
Bank_180,696034,2025-02,Student,103030504,01 - Managed - Gov Guaranteed,03 - 4 years <= Age < 5 years,,05 - 120+ DPD,04 - Not available,9577,441.38,364,196.66,308,188.9,105.02,44.61,44.87,86.37,3.23,0.42,0.32,3.33,0.0,55
Bank_181,895622,2025-02,Student,104010101,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,4087,451.96,475,233.93,406,126.9,23.44,35.93,55.95,14.53,4.53,1.06,0.62,4.97,0.0,26
Bank_182,284113,2025-02,Student,104010102,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,01 - Current & 1-29 DPD,02 - Graduate / Professional,4539,291.17,471,256.5,888,48.67,37.04,83.37,74.1,73.3,1.84,0.91,0.56,2.19,-0.27,59
Bank_183,589581,2025-02,Student,104010103,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",3461,114.73,325,105.76,361,160.52,90.21,13.56,13.58,56.95,4.06,0.59,1.14,3.51,0.0,39
Bank_184,815655,2025-02,Student,104010104,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,01 - Current & 1-29 DPD,04 - Not available,7735,439.24,251,61.06,417,15.2,32.15,81.56,32.98,90.18,4.82,1.94,1.09,5.67,0.0,44
Bank_185,233405,2025-02,Student,104010201,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,02 - 30-59 DPD,01 - Undergraduate - 4 year,1244,451.21,231,273.08,420,5.21,172.42,6.82,24.44,94.16,3.81,1.46,0.62,4.65,0.0,48
Bank_186,399517,2025-02,Student,104010202,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,02 - 30-59 DPD,02 - Graduate / Professional,1051,143.69,296,192.02,433,180.17,123.59,36.67,13.96,28.14,0.6,1.95,1.4,1.15,0.0,63
Bank_187,843793,2025-02,Student,104010203,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",4485,104.38,90,157.71,130,179.14,196.07,69.15,80.48,81.93,1.73,1.46,0.96,2.23,0.0,38
Bank_188,245169,2025-02,Student,104010204,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,02 - 30-59 DPD,04 - Not available,1494,295.48,131,125.23,616,17.5,154.55,31.32,81.2,82.7,3.45,0.6,1.11,2.94,0.0,19
Bank_189,741692,2025-02,Student,104010301,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,03 - 60-89 DPD,01 - Undergraduate - 4 year,3324,492.71,324,217.27,165,137.2,194.6,38.23,53.41,92.73,4.67,0.21,1.01,3.87,0.73,33
Bank_190,930627,2025-02,Student,104010302,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,03 - 60-89 DPD,02 - Graduate / Professional,2387,491.71,163,153.77,100,162.28,102.38,81.57,15.14,65.17,4.4,0.97,0.82,4.55,0.0,71
