BHC_NAME,RSSD_ID,REPORTING_MONTH,PORTFOLIO_ID,SEGMENT_ID,Product Type,Age,Geography,Credit Score,Delinquency Status,Security,# Accounts,$ Outstandings,# New Accounts,$ New Accounts,$ Commitments,$ Modifications,$ Gross Contractual Charge-offs,$ Bankruptcy Charge-offs,$ Recoveries,$ Net Charge-offs,Adjustment Factor,WAL
Bank_114,864450,2025-02,IntSB,10104030202,01 - Line of Credit,01 - <= Three years old,04 - APAC,,02 - 30-59 DPD,02 - Unsecured,7219,422.77,490,8.77,76.03,37.73,4.43,0.76,0.34,4.85,0.0,13
Bank_115,602600,2025-02,IntSB,10104030301,01 - Line of Credit,01 - <= Three years old,04 - APAC,,03 - 60-89 DPD,01 - Secured,7098,146.01,58,22.89,174.28,69.77,2.65,1.23,0.35,3.53,0.0,15
Bank_116,417574,2025-02,IntSB,10104030302,01 - Line of Credit,01 - <= Three years old,04 - APAC,,03 - 60-89 DPD,02 - Unsecured,4709,249.64,291,41.45,37.63,85.34,1.37,1.31,0.76,1.92,-0.0,46
Bank_117,122450,2025-02,IntSB,10104030401,01 - Line of Credit,01 - <= Three years old,04 - APAC,,04 - 90-119 DPD,01 - Secured,6050,464.07,338,36.5,104.63,31.35,4.01,1.38,0.32,5.07,0.0,30
Bank_118,838353,2025-02,IntSB,10104030402,01 - Line of Credit,01 - <= Three years old,04 - APAC,,04 - 90-119 DPD,02 - Unsecured,8235,222.84,245,22.49,103.72,35.62,3.36,1.95,1.22,4.09,0.0,39
Bank_119,703072,2025-02,IntSB,10104030501,01 - Line of Credit,01 - <= Three years old,04 - APAC,,05 - 120+ DPD,01 - Secured,1203,132.66,494,31.51,43.53,65.16,4.1,0.73,0.98,3.85,-0.18,36
Bank_120,868454,2025-02,IntSB,10104030502,01 - Line of Credit,01 - <= Three years old,04 - APAC,,05 - 120+ DPD,02 - Unsecured,9151,130.76,292,15.61,128.77,16.39,3.96,1.37,1.38,3.95,0.0,57
Bank_121,950558,2025-02,IntSB,10201010101,01 - Line of Credit,02 - > Three years old,01 - Canada,01 - <=620,01 - Current & 1-29 DPD,01 - Secured,8678,171.48,332,43.95,27.3,88.03,4.94,0.64,0.2,5.38,0.0,71
Bank_122,880806,2025-02,IntSB,10201010102,01 - Line of Credit,02 - > Three years old,01 - Canada,01 - <=620,01 - Current & 1-29 DPD,02 - Unsecured,5454,267.78,70,31.29,51.81,53.76,0.67,0.15,1.35,-0.53,0.0,32
Bank_123,507636,2025-02,IntSB,10201010201,01 - Line of Credit,02 - > Three years old,01 - Canada,01 - <=620,02 - 30-59 DPD,01 - Secured,2939,125.13,184,24.38,145.59,27.68,4.29,0.31,0.66,3.94,0.0,59
Bank_124,191440,2025-02,IntSB,10201010202,01 - Line of Credit,02 - > Three years old,01 - Canada,01 - <=620,02 - 30-59 DPD,02 - Unsecured,1162,307.15,393,37.79,42.96,53.2,3.01,0.39,0.41,2.99,0.0,72
Bank_125,781683,2025-02,IntSB,10201010301,01 - Line of Credit,02 - > Three years old,01 - Canada,01 - <=620,03 - 60-89 DPD,01 - Secured,9728,195.44,107,24.98,129.95,64.17,4.4,0.97,0.94,4.43,0.0,15
Bank_126,389639,2025-02,IntSB,10201010302,01 - Line of Credit,02 - > Three years old,01 - Canada,01 - <=620,03 - 60-89 DPD,02 - Unsecured,6669,355.17,427,29.1,130.86,77.64,3.05,2.0,0.41,4.64,0.86,34
Bank_127,220369,2025-02,IntSB,10201010401,01 - Line of Credit,02 - > Three years old,01 - Canada,01 - <=620,04 - 90-119 DPD,01 - Secured,3121,90.12,147,14.01,31.69,5.79,3.51,1.29,0.57,4.23,0.0,43
Bank_128,758451,2025-02,IntSB,10201010402,01 - Line of Credit,02 - > Three years old,01 - Canada,01 - <=620,04 - 90-119 DPD,02 - Unsecured,8785,460.89,373,6.74,130.64,65.28,1.02,1.32,1.35,0.99,0.0,57
Bank_129,652774,2025-02,IntSB,10201010501,01 - Line of Credit,02 - > Three years old,01 - Canada,01 - <=620,05 - 120+ DPD,01 - Secured,8741,309.96,352,23.73,56.13,81.07,2.2,1.21,0.35,3.06,0.0,72
Bank_130,429951,2025-02,IntSB,10201010502,01 - Line of Credit,02 - > Three years old,01 - Canada,01 - <=620,05 - 120+ DPD,02 - Unsecured,2350,263.45,91,45.34,185.98,98.45,2.56,0.88,0.12,3.32,0.0,21
Bank_131,778387,2025-02,IntSB,10201020101,01 - Line of Credit,02 - > Three years old,01 - Canada,02 - >620,01 - Current & 1-29 DPD,01 - Secured,1147,498.25,389,14.27,150.4,38.48,0.85,1.27,0.72,1.4,-0.0,23
Bank_132,423685,2025-02,IntSB,10201020102,01 - Line of Credit,02 - > Three years old,01 - Canada,02 - >620,01 - Current & 1-29 DPD,02 - Unsecured,1975,84.47,279,8.45,39.04,98.09,4.82,1.04,0.93,4.93,-0.0,47
Bank_133,502107,2025-02,IntSB,10201020201,01 - Line of Credit,02 - > Three years old,01 - Canada,02 - >620,02 - 30-59 DPD,01 - Secured,7969,376.31,278,6.69,50.21,94.33,1.72,0.69,0.68,1.73,-0.86,61
Bank_134,495391,2025-02,IntSB,10201020202,01 - Line of Credit,02 - > Three years old,01 - Canada,02 - >620,02 - 30-59 DPD,02 - Unsecured,5681,256.83,291,18.06,81.06,73.54,1.26,1.3,0.61,1.95,-0.0,49
Bank_135,444167,2025-02,IntSB,10201020301,01 - Line of Credit,02 - > Three years old,01 - Canada,02 - >620,03 - 60-89 DPD,01 - Secured,9390,461.17,419,47.43,14.83,49.6,0.92,1.93,0.64,2.21,0.0,16
Bank_136,727926,2025-02,IntSB,10201020302,01 - Line of Credit,02 - > Three years old,01 - Canada,02 - >620,03 - 60-89 DPD,02 - Unsecured,2917,484.17,262,19.61,91.57,60.91,4.27,0.8,1.45,3.62,0.0,18
Bank_137,133823,2025-02,IntSB,10201020401,01 - Line of Credit,02 - > Three years old,01 - Canada,02 - >620,04 - 90-119 DPD,01 - Secured,1425,96.94,52,18.93,163.93,41.02,4.92,0.87,1.5,4.29,0.0,22
Bank_138,785017,2025-02,IntSB,10201020402,01 - Line of Credit,02 - > Three years old,01 - Canada,02 - >620,04 - 90-119 DPD,02 - Unsecured,9730,495.84,340,33.01,24.17,35.93,3.65,0.79,0.72,3.72,0.0,55
Bank_139,613585,2025-02,IntSB,10201020501,01 - Line of Credit,02 - > Three years old,01 - Canada,02 - >620,05 - 120+ DPD,01 - Secured,9591,337.05,476,26.91,36.47,58.09,2.23,0.54,0.6,2.17,0.0,33
Bank_140,550706,2025-02,IntSB,10201020502,01 - Line of Credit,02 - > Three years old,01 - Canada,02 - >620,05 - 120+ DPD,02 - Unsecured,2382,59.65,438,35.17,181.85,12.8,1.96,1.56,1.46,2.06,-0.67,15
Bank_141,767433,2025-02,IntSB,10201030101,01 - Line of Credit,02 - > Three years old,01 - Canada,,01 - Current & 1-29 DPD,01 - Secured,8068,453.39,422,9.31,77.22,87.91,2.49,1.1,0.97,2.62,0.0,66
Bank_142,745664,2025-02,IntSB,10201030102,01 - Line of Credit,02 - > Three years old,01 - Canada,,01 - Current & 1-29 DPD,02 - Unsecured,9290,381.24,489,40.32,125.79,63.54,1.96,0.47,0.1,2.33,0.0,60
Bank_143,508864,2025-02,IntSB,10201030201,01 - Line of Credit,02 - > Three years old,01 - Canada,,02 - 30-59 DPD,01 - Secured,2735,359.01,205,37.52,126.23,20.42,1.89,1.39,0.29,2.99,0.0,63
Bank_144,523615,2025-02,IntSB,10201030202,01 - Line of Credit,02 - > Three years old,01 - Canada,,02 - 30-59 DPD,02 - Unsecured,6072,472.59,210,32.24,158.24,80.1,2.61,1.13,0.58,3.16,0.0,70
Bank_145,534341,2025-02,IntSB,10201030301,01 - Line of Credit,02 - > Three years old,01 - Canada,,03 - 60-89 DPD,01 - Secured,2308,227.44,458,38.54,68.01,99.98,1.53,1.83,0.47,2.89,-0.0,64
Bank_146,676670,2025-02,IntSB,10201030302,01 - Line of Credit,02 - > Three years old,01 - Canada,,03 - 60-89 DPD,02 - Unsecured,3164,424.23,250,29.68,84.26,8.24,3.42,0.67,0.63,3.46,0.0,36
Bank_147,603568,2025-02,IntSB,10201030401,01 - Line of Credit,02 - > Three years old,01 - Canada,,04 - 90-119 DPD,01 - Secured,4277,327.83,460,46.04,95.98,19.79,3.22,1.03,0.35,3.9,0.03,26
Bank_148,582803,2025-02,IntSB,10201030402,01 - Line of Credit,02 - > Three years old,01 - Canada,,04 - 90-119 DPD,02 - Unsecured,1001,315.18,144,11.3,115.0,96.71,3.08,0.64,0.67,3.05,-0.0,71
Bank_149,425445,2025-02,IntSB,10201030501,01 - Line of Credit,02 - > Three years old,01 - Canada,,05 - 120+ DPD,01 - Secured,6149,184.0,278,49.55,176.26,72.2,3.8,0.94,1.32,3.42,0.0,26
Bank_150,912835,2025-02,IntSB,10201030502,01 - Line of Credit,02 - > Three years old,01 - Canada,,05 - 120+ DPD,02 - Unsecured,5126,323.63,341,19.17,43.87,71.2,4.64,1.05,0.72,4.97,0.0,32
Bank_151,557223,2025-02,IntSB,10202010101,01 - Line of Credit,02 - > Three years old,02 - EMEA,01 - <=620,01 - Current & 1-29 DPD,01 - Secured,1461,152.02,272,18.71,176.38,28.47,1.11,0.81,1.13,0.79,-0.0,20
Bank_152,558248,2025-02,IntSB,10202010102,01 - Line of Credit,02 - > Three years old,02 - EMEA,01 - <=620,01 - Current & 1-29 DPD,02 - Unsecured,2793,494.23,450,9.48,45.67,88.36,4.14,0.46,1.1,3.5,0.0,69
Bank_153,620496,2025-02,IntSB,10202010201,01 - Line of Credit,02 - > Three years old,02 - EMEA,01 - <=620,02 - 30-59 DPD,01 - Secured,3808,335.07,391,25.04,50.6,87.85,2.55,0.28,0.83,2.0,0.0,50
Bank_154,148206,2025-02,IntSB,10202010202,01 - Line of Credit,02 - > Three years old,02 - EMEA,01 - <=620,02 - 30-59 DPD,02 - Unsecured,6425,414.97,254,44.73,46.85,11.35,1.84,0.74,1.08,1.5,0.92,22
Bank_155,439985,2025-02,IntSB,10202010301,01 - Line of Credit,02 - > Three years old,02 - EMEA,01 - <=620,03 - 60-89 DPD,01 - Secured,2750,347.46,334,36.55,63.41,80.48,3.37,0.36,0.29,3.44,0.0,57
Bank_156,215891,2025-02,IntSB,10202010302,01 - Line of Credit,02 - > Three years old,02 - EMEA,01 - <=620,03 - 60-89 DPD,02 - Unsecured,1213,430.19,200,19.84,139.05,50.3,3.27,0.47,0.81,2.93,0.0,55
Bank_157,244860,2025-02,IntSB,10202010401,01 - Line of Credit,02 - > Three years old,02 - EMEA,01 - <=620,04 - 90-119 DPD,01 - Secured,6567,175.06,212,43.15,155.54,24.18,1.28,1.0,1.19,1.09,-0.0,54
Bank_158,605807,2025-02,IntSB,10202010402,01 - Line of Credit,02 - > Three years old,02 - EMEA,01 - <=620,04 - 90-119 DPD,02 - Unsecured,7742,253.18,274,23.47,147.43,22.28,3.44,1.42,1.09,3.77,0.0,22
Bank_159,246295,2025-02,IntSB,10202010501,01 - Line of Credit,02 - > Three years old,02 - EMEA,01 - <=620,05 - 120+ DPD,01 - Secured,9601,432.25,141,34.22,82.08,85.5,1.2,1.51,0.4,2.31,0.0,20
Bank_160,773133,2025-02,IntSB,10202010502,01 - Line of Credit,02 - > Three years old,02 - EMEA,01 - <=620,05 - 120+ DPD,02 - Unsecured,8534,171.78,275,8.21,48.89,22.57,1.73,0.67,0.13,2.27,0.0,45
Bank_161,207464,2025-02,IntSB,10202020101,01 - Line of Credit,02 - > Three years old,02 - EMEA,02 - >620,01 - Current & 1-29 DPD,01 - Secured,3016,403.31,238,12.35,119.7,65.48,0.94,1.68,0.87,1.75,0.2,14
Bank_162,459846,2025-02,IntSB,10202020102,01 - Line of Credit,02 - > Three years old,02 - EMEA,02 - >620,01 - Current & 1-29 DPD,02 - Unsecured,1680,293.54,177,24.4,49.04,94.53,4.92,1.45,0.67,5.7,0.0,21
Bank_163,887508,2025-02,IntSB,10202020201,01 - Line of Credit,02 - > Three years old,02 - EMEA,02 - >620,02 - 30-59 DPD,01 - Secured,4325,66.79,257,43.29,152.09,55.48,2.97,1.28,0.27,3.98,0.0,52
Bank_164,350881,2025-02,IntSB,10202020202,01 - Line of Credit,02 - > Three years old,02 - EMEA,02 - >620,02 - 30-59 DPD,02 - Unsecured,8610,91.21,284,24.25,40.12,17.52,3.24,1.31,0.95,3.6,-0.0,70
Bank_165,756580,2025-02,IntSB,10202020301,01 - Line of Credit,02 - > Three years old,02 - EMEA,02 - >620,03 - 60-89 DPD,01 - Secured,3745,119.23,460,27.72,24.74,58.8,3.66,0.56,0.35,3.87,-0.0,66
Bank_166,786954,2025-02,IntSB,10202020302,01 - Line of Credit,02 - > Three years old,02 - EMEA,02 - >620,03 - 60-89 DPD,02 - Unsecured,6599,449.51,110,15.78,95.55,34.96,4.64,1.1,0.33,5.41,0.0,38
Bank_167,236429,2025-02,IntSB,10202020401,01 - Line of Credit,02 - > Three years old,02 - EMEA,02 - >620,04 - 90-119 DPD,01 - Secured,1605,379.82,156,5.4,102.66,64.08,1.35,0.12,0.69,0.78,-0.0,53
Bank_168,321410,2025-02,IntSB,10202020402,01 - Line of Credit,02 - > Three years old,02 - EMEA,02 - >620,04 - 90-119 DPD,02 - Unsecured,4746,135.48,486,48.07,36.64,38.94,3.38,1.46,0.28,4.56,-0.46,69
Bank_169,999462,2025-02,IntSB,10202020501,01 - Line of Credit,02 - > Three years old,02 - EMEA,02 - >620,05 - 120+ DPD,01 - Secured,3266,140.46,154,11.46,69.51,52.91,1.61,1.79,0.56,2.84,-0.0,18
Bank_170,889920,2025-02,IntSB,10202020502,01 - Line of Credit,02 - > Three years old,02 - EMEA,02 - >620,05 - 120+ DPD,02 - Unsecured,4417,105.02,361,20.11,85.46,36.52,2.66,1.17,0.73,3.1,0.0,32
Bank_171,179850,2025-02,IntSB,10202030101,01 - Line of Credit,02 - > Three years old,02 - EMEA,,01 - Current & 1-29 DPD,01 - Secured,4485,340.97,135,9.11,123.06,19.64,0.67,1.06,0.68,1.05,0.0,16
Bank_172,631920,2025-02,IntSB,10202030102,01 - Line of Credit,02 - > Three years old,02 - EMEA,,01 - Current & 1-29 DPD,02 - Unsecured,4694,216.35,236,12.1,70.38,82.89,4.68,1.67,0.27,6.08,0.0,72
Bank_173,108329,2025-02,IntSB,10202030201,01 - Line of Credit,02 - > Three years old,02 - EMEA,,02 - 30-59 DPD,01 - Secured,8792,283.54,237,45.68,161.15,76.79,2.54,0.98,0.15,3.37,0.0,16
Bank_174,226923,2025-02,IntSB,10202030202,01 - Line of Credit,02 - > Three years old,02 - EMEA,,02 - 30-59 DPD,02 - Unsecured,1764,164.99,402,30.61,157.6,79.24,2.87,1.65,0.43,4.09,0.0,45
Bank_175,528362,2025-02,IntSB,10202030301,01 - Line of Credit,02 - > Three years old,02 - EMEA,,03 - 60-89 DPD,01 - Secured,8105,431.63,335,25.72,48.08,74.03,4.41,1.71,0.59,5.53,-0.18,47
Bank_176,139839,2025-02,IntSB,10202030302,01 - Line of Credit,02 - > Three years old,02 - EMEA,,03 - 60-89 DPD,02 - Unsecured,3109,493.56,421,49.47,192.25,77.8,2.67,1.99,0.58,4.08,0.0,49
Bank_177,641461,2025-02,IntSB,10202030401,01 - Line of Credit,02 - > Three years old,02 - EMEA,,04 - 90-119 DPD,01 - Secured,5531,471.85,347,17.56,54.77,65.68,2.0,1.87,0.33,3.54,0.0,21
Bank_178,306104,2025-02,IntSB,10202030402,01 - Line of Credit,02 - > Three years old,02 - EMEA,,04 - 90-119 DPD,02 - Unsecured,2931,453.67,106,43.86,178.83,17.19,1.67,1.48,0.39,2.76,0.0,60
Bank_179,946953,2025-02,IntSB,10202030501,01 - Line of Credit,02 - > Three years old,02 - EMEA,,05 - 120+ DPD,01 - Secured,4397,404.52,344,23.48,162.58,53.45,3.45,0.8,1.26,2.99,0.0,51
Bank_180,842148,2025-02,IntSB,10202030502,01 - Line of Credit,02 - > Three years old,02 - EMEA,,05 - 120+ DPD,02 - Unsecured,4506,406.7,270,15.29,185.72,9.95,3.67,0.61,0.61,3.67,-0.0,45
Bank_181,579958,2025-02,IntSB,10203010101,01 - Line of Credit,02 - > Three years old,03 - LATAM,01 - <=620,01 - Current & 1-29 DPD,01 - Secured,5732,251.46,284,13.36,143.45,74.16,2.89,0.58,1.47,2.0,0.0,38
Bank_182,581007,2025-02,IntSB,10203010102,01 - Line of Credit,02 - > Three years old,03 - LATAM,01 - <=620,01 - Current & 1-29 DPD,02 - Unsecured,6840,105.77,492,18.33,17.08,36.65,4.44,0.18,0.5,4.12,0.35,58
Bank_183,785092,2025-02,IntSB,10203010201,01 - Line of Credit,02 - > Three years old,03 - LATAM,01 - <=620,02 - 30-59 DPD,01 - Secured,1916,95.25,177,40.13,147.67,95.34,2.76,1.75,0.66,3.85,0.0,72
Bank_184,907719,2025-02,IntSB,10203010202,01 - Line of Credit,02 - > Three years old,03 - LATAM,01 - <=620,02 - 30-59 DPD,02 - Unsecured,6545,93.22,349,15.28,167.8,8.77,2.33,1.52,0.41,3.44,0.0,46
Bank_185,630566,2025-02,IntSB,10203010301,01 - Line of Credit,02 - > Three years old,03 - LATAM,01 - <=620,03 - 60-89 DPD,01 - Secured,5739,310.01,147,6.34,149.57,19.17,3.02,1.87,1.2,3.69,-0.0,16
Bank_186,680756,2025-02,IntSB,10203010302,01 - Line of Credit,02 - > Three years old,03 - LATAM,01 - <=620,03 - 60-89 DPD,02 - Unsecured,4746,68.19,142,15.54,154.37,54.68,1.86,0.74,1.05,1.55,0.0,34
Bank_187,732666,2025-02,IntSB,10203010401,01 - Line of Credit,02 - > Three years old,03 - LATAM,01 - <=620,04 - 90-119 DPD,01 - Secured,3170,480.15,160,43.28,84.46,42.2,2.06,0.26,1.34,0.98,-0.0,67
Bank_188,772950,2025-02,IntSB,10203010402,01 - Line of Credit,02 - > Three years old,03 - LATAM,01 - <=620,04 - 90-119 DPD,02 - Unsecured,5377,451.68,472,8.08,85.89,58.55,3.49,0.61,0.5,3.6,-0.0,33
Bank_189,832376,2025-02,IntSB,10203010501,01 - Line of Credit,02 - > Three years old,03 - LATAM,01 - <=620,05 - 120+ DPD,01 - Secured,4763,66.16,326,26.41,28.82,18.6,3.95,1.96,0.59,5.32,-0.85,17
Bank_190,311520,2025-02,IntSB,10203010502,01 - Line of Credit,02 - > Three years old,03 - LATAM,01 - <=620,05 - 120+ DPD,02 - Unsecured,7850,461.13,218,49.71,121.48,69.95,1.33,1.8,1.44,1.69,0.0,56
Bank_191,915429,2025-02,IntSB,10203020101,01 - Line of Credit,02 - > Three years old,03 - LATAM,02 - >620,01 - Current & 1-29 DPD,01 - Secured,3365,65.99,219,42.56,146.67,9.11,2.14,0.6,0.74,2.0,0.0,16
Bank_192,930303,2025-02,IntSB,10203020102,01 - Line of Credit,02 - > Three years old,03 - LATAM,02 - >620,01 - Current & 1-29 DPD,02 - Unsecured,8036,415.86,290,44.76,49.07,29.18,1.93,0.4,0.59,1.74,-0.0,62
Bank_193,883413,2025-02,IntSB,10203020201,01 - Line of Credit,02 - > Three years old,03 - LATAM,02 - >620,02 - 30-59 DPD,01 - Secured,6372,344.45,398,36.94,83.27,11.28,2.71,0.45,0.49,2.67,0.0,48
Bank_194,626298,2025-02,IntSB,10203020202,01 - Line of Credit,02 - > Three years old,03 - LATAM,02 - >620,02 - 30-59 DPD,02 - Unsecured,3179,61.55,79,21.34,199.68,55.94,0.66,0.92,0.76,0.82,-0.0,44
Bank_195,872885,2025-02,IntSB,10203020301,01 - Line of Credit,02 - > Three years old,03 - LATAM,02 - >620,03 - 60-89 DPD,01 - Secured,8156,122.56,345,28.77,28.72,41.43,1.6,1.24,1.49,1.35,0.0,17
Bank_196,110367,2025-02,IntSB,10203020302,01 - Line of Credit,02 - > Three years old,03 - LATAM,02 - >620,03 - 60-89 DPD,02 - Unsecured,3041,277.3,335,10.83,136.06,23.89,2.2,0.94,1.39,1.75,0.36,64
Bank_197,877000,2025-02,IntSB,10203020401,01 - Line of Credit,02 - > Three years old,03 - LATAM,02 - >620,04 - 90-119 DPD,01 - Secured,3253,476.82,153,48.24,76.45,13.87,1.23,1.5,1.03,1.7,0.0,35
Bank_198,941219,2025-02,IntSB,10203020402,01 - Line of Credit,02 - > Three years old,03 - LATAM,02 - >620,04 - 90-119 DPD,02 - Unsecured,3866,499.37,384,32.55,169.51,94.37,4.56,0.16,1.12,3.6,0.0,18
Bank_199,542246,2025-02,IntSB,10203020501,01 - Line of Credit,02 - > Three years old,03 - LATAM,02 - >620,05 - 120+ DPD,01 - Secured,2877,400.56,121,40.82,63.47,20.32,2.63,1.77,0.83,3.57,-0.0,44
Bank_200,897335,2025-02,IntSB,10203020502,01 - Line of Credit,02 - > Three years old,03 - LATAM,02 - >620,05 - 120+ DPD,02 - Unsecured,3958,207.86,233,19.44,197.09,53.42,3.37,0.46,1.42,2.41,0.0,39
Bank_201,583932,2025-02,IntSB,10203030101,01 - Line of Credit,02 - > Three years old,03 - LATAM,,01 - Current & 1-29 DPD,01 - Secured,1874,339.17,66,6.32,186.48,20.73,3.51,1.55,0.88,4.18,0.0,16
Bank_202,813164,2025-02,IntSB,10203030102,01 - Line of Credit,02 - > Three years old,03 - LATAM,,01 - Current & 1-29 DPD,02 - Unsecured,6359,458.61,389,34.87,166.22,48.47,0.67,1.99,0.57,2.09,-0.0,32
Bank_203,879702,2025-02,IntSB,10203030201,01 - Line of Credit,02 - > Three years old,03 - LATAM,,02 - 30-59 DPD,01 - Secured,9237,478.41,351,43.06,140.69,79.29,2.82,0.36,0.8,2.38,-0.92,50
Bank_204,349089,2025-02,IntSB,10203030202,01 - Line of Credit,02 - > Three years old,03 - LATAM,,02 - 30-59 DPD,02 - Unsecured,5061,79.11,282,49.7,149.82,89.02,3.55,1.56,0.92,4.19,0.0,55
Bank_205,129350,2025-02,IntSB,10203030301,01 - Line of Credit,02 - > Three years old,03 - LATAM,,03 - 60-89 DPD,01 - Secured,5305,128.27,159,5.53,122.78,17.46,2.07,0.39,1.03,1.43,0.0,32
Bank_206,302672,2025-02,IntSB,10203030302,01 - Line of Credit,02 - > Three years old,03 - LATAM,,03 - 60-89 DPD,02 - Unsecured,8325,63.26,325,33.1,139.53,19.32,1.08,0.87,0.12,1.83,0.0,37
Bank_207,173055,2025-02,IntSB,10203030401,01 - Line of Credit,02 - > Three years old,03 - LATAM,,04 - 90-119 DPD,01 - Secured,9427,239.74,222,9.0,62.45,88.05,4.46,1.68,0.21,5.93,0.0,15
Bank_208,548955,2025-02,IntSB,10203030402,01 - Line of Credit,02 - > Three years old,03 - LATAM,,04 - 90-119 DPD,02 - Unsecured,5955,63.97,174,46.12,49.46,42.12,3.7,1.53,0.46,4.77,-0.0,21
Bank_209,307927,2025-02,IntSB,10203030501,01 - Line of Credit,02 - > Three years old,03 - LATAM,,05 - 120+ DPD,01 - Secured,4003,347.45,324,11.25,92.47,52.49,2.95,1.47,0.12,4.3,0.0,19
Bank_210,240215,2025-02,IntSB,10203030502,01 - Line of Credit,02 - > Three years old,03 - LATAM,,05 - 120+ DPD,02 - Unsecured,3624,162.48,268,30.1,67.97,72.24,4.53,0.62,1.15,4.0,0.13,61
Bank_211,365549,2025-02,IntSB,10204010101,01 - Line of Credit,02 - > Three years old,04 - APAC,01 - <=620,01 - Current & 1-29 DPD,01 - Secured,7917,363.74,276,49.96,138.2,68.23,3.51,0.87,0.78,3.6,0.0,60
Bank_212,436418,2025-02,IntSB,10204010102,01 - Line of Credit,02 - > Three years old,04 - APAC,01 - <=620,01 - Current & 1-29 DPD,02 - Unsecured,5560,73.42,159,22.91,119.61,48.83,1.27,1.54,0.72,2.09,0.0,13
Bank_213,613759,2025-02,IntSB,10204010201,01 - Line of Credit,02 - > Three years old,04 - APAC,01 - <=620,02 - 30-59 DPD,01 - Secured,3465,485.35,484,45.28,174.51,90.17,1.15,1.58,0.27,2.46,0.0,43
Bank_214,412620,2025-02,IntSB,10204010202,01 - Line of Credit,02 - > Three years old,04 - APAC,01 - <=620,02 - 30-59 DPD,02 - Unsecured,5425,375.79,82,12.9,163.98,23.69,1.41,1.69,1.3,1.8,0.0,53
Bank_215,824576,2025-02,IntSB,10204010301,01 - Line of Credit,02 - > Three years old,04 - APAC,01 - <=620,03 - 60-89 DPD,01 - Secured,1436,292.82,168,34.6,44.11,28.36,3.9,1.51,0.69,4.72,-0.0,51
Bank_216,576018,2025-02,IntSB,10204010302,01 - Line of Credit,02 - > Three years old,04 - APAC,01 - <=620,03 - 60-89 DPD,02 - Unsecured,2257,477.3,465,47.63,91.46,90.02,1.49,0.64,0.71,1.42,0.0,60
Bank_217,461922,2025-02,IntSB,10204010401,01 - Line of Credit,02 - > Three years old,04 - APAC,01 - <=620,04 - 90-119 DPD,01 - Secured,3749,174.79,341,44.37,185.93,94.51,3.74,0.73,0.88,3.59,-0.29,39
Bank_218,840559,2025-02,IntSB,10204010402,01 - Line of Credit,02 - > Three years old,04 - APAC,01 - <=620,04 - 90-119 DPD,02 - Unsecured,9811,126.09,305,45.22,92.84,62.16,1.15,1.34,1.21,1.28,-0.0,53
Bank_219,383575,2025-02,IntSB,10204010501,01 - Line of Credit,02 - > Three years old,04 - APAC,01 - <=620,05 - 120+ DPD,01 - Secured,5395,237.23,194,34.26,173.07,52.97,3.41,0.42,1.49,2.34,0.0,43
Bank_220,497332,2025-02,IntSB,10204010502,01 - Line of Credit,02 - > Three years old,04 - APAC,01 - <=620,05 - 120+ DPD,02 - Unsecured,7849,359.8,76,14.71,56.59,86.76,3.76,0.39,0.74,3.41,0.0,69
Bank_221,868142,2025-02,IntSB,10204020101,01 - Line of Credit,02 - > Three years old,04 - APAC,02 - >620,01 - Current & 1-29 DPD,01 - Secured,4337,371.13,267,32.54,133.26,36.58,4.5,1.1,0.59,5.01,0.0,48
Bank_222,813861,2025-02,IntSB,10204020102,01 - Line of Credit,02 - > Three years old,04 - APAC,02 - >620,01 - Current & 1-29 DPD,02 - Unsecured,9939,95.29,68,41.95,159.6,83.68,2.03,1.17,1.2,2.0,0.0,16
Bank_223,762335,2025-02,IntSB,10204020201,01 - Line of Credit,02 - > Three years old,04 - APAC,02 - >620,02 - 30-59 DPD,01 - Secured,3754,136.91,444,11.21,164.65,45.83,2.56,0.93,0.62,2.87,0.0,32
Bank_224,859812,2025-02,IntSB,10204020202,01 - Line of Credit,02 - > Three years old,04 - APAC,02 - >620,02 - 30-59 DPD,02 - Unsecured,9206,151.94,382,18.25,90.33,98.57,1.8,1.95,1.47,2.28,0.22,69
Bank_225,661768,2025-02,IntSB,10204020301,01 - Line of Credit,02 - > Three years old,04 - APAC,02 - >620,03 - 60-89 DPD,01 - Secured,2433,63.42,309,18.05,95.22,54.27,2.87,0.24,0.91,2.2,0.0,23
Bank_226,673852,2025-02,IntSB,10204020302,01 - Line of Credit,02 - > Three years old,04 - APAC,02 - >620,03 - 60-89 DPD,02 - Unsecured,7504,186.71,317,5.59,151.93,9.48,4.25,1.14,1.1,4.29,0.0,62
Bank_227,806875,2025-02,IntSB,10204020401,01 - Line of Credit,02 - > Three years old,04 - APAC,02 - >620,04 - 90-119 DPD,01 - Secured,6471,243.54,112,15.55,142.4,75.64,0.83,1.61,0.63,1.81,0.0,42
Bank_228,228666,2025-02,IntSB,10204020402,01 - Line of Credit,02 - > Three years old,04 - APAC,02 - >620,04 - 90-119 DPD,02 - Unsecured,9056,420.79,358,27.57,87.74,73.99,2.49,1.48,0.94,3.03,-0.0,29
Bank_229,648805,2025-02,IntSB,10204020501,01 - Line of Credit,02 - > Three years old,04 - APAC,02 - >620,05 - 120+ DPD,01 - Secured,5207,266.32,297,25.94,198.65,21.0,0.57,0.74,0.97,0.34,-0.0,60
