BHC_NAME,RSSD_ID,REPORTING_MONTH,PORTFOLIO_ID,SEGMENT_ID,Product Type,Age,Credit Score,Delinquency Status,Education Level,# Accounts,$ Outstandings,# Accounts in Repayment,$ Outstandings in Repayment,# New Disbursements,$ New Disbursements,$ Unpaid Principal Balance with Co-Signer,$ Unpaid Principal Balance in Grace,$ Unpaid Principal Balance in Deferment,$ Unpaid Principal Balance in Forbearance,$ Gross Contractual Charge-offs,$ Bankruptcy Charge-offs,$ Recoveries,$ Net Charge-offs,Adjustment Factor,WAL,Security,# New Accounts,$ New Accounts,$ Commitments,$ Modifications,Geography,LTV Ratio,$ New Commitments,Original LTV,# New accounts,$ New accounts,$ Gross contractual charge-offs,$ Bankruptcy charge-offs,$ Net charge-offs,$ Adjustment factor,$ Foreclosure,$ New foreclosure,$ Other Real Estate Owned (OREO),$ New OREO,Weighted Average Life of Loans,LTV,Delinquency,$ Commitment,$ Commitment Increases,$ Commitment Decreases,$ Adjustment Factor,$ New Foreclosure,$ Commitment (HELOC only),$ New commitments (HELOC only),$ Commitment increases (HELOC only),$ Commitment decreases (HELOC only),Adjustment factor to reconcile $ gross contractual charge-offs to $ net charge-offs,$ Receivables,$ Unpaid principal balance,$ New commitments,# Accounts charged-off,Adjustment factor,$ O/S for 30+ DPD in last 24 months,# Accounts 30+ DPD in last 24 months
Bank_216,576018,2025-02,IntSB,10204010302,01 - Line of Credit,02 - > Three years old,01 - <=620,03 - 60-89 DPD,,2257.0,477.3,,,,,,,,,1.49,0.64,0.71,1.42,0.0,60.0,02 - Unsecured,465.0,47.63,91.46,90.02,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_217,461922,2025-02,IntSB,10204010401,01 - Line of Credit,02 - > Three years old,01 - <=620,04 - 90-119 DPD,,3749.0,174.79,,,,,,,,,3.74,0.73,0.88,3.59,-0.29,39.0,01 - Secured,341.0,44.37,185.93,94.51,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_218,840559,2025-02,IntSB,10204010402,01 - Line of Credit,02 - > Three years old,01 - <=620,04 - 90-119 DPD,,9811.0,126.09,,,,,,,,,1.15,1.34,1.21,1.28,-0.0,53.0,02 - Unsecured,305.0,45.22,92.84,62.16,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_219,383575,2025-02,IntSB,10204010501,01 - Line of Credit,02 - > Three years old,01 - <=620,05 - 120+ DPD,,5395.0,237.23,,,,,,,,,3.41,0.42,1.49,2.34,0.0,43.0,01 - Secured,194.0,34.26,173.07,52.97,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_220,497332,2025-02,IntSB,10204010502,01 - Line of Credit,02 - > Three years old,01 - <=620,05 - 120+ DPD,,7849.0,359.8,,,,,,,,,3.76,0.39,0.74,3.41,0.0,69.0,02 - Unsecured,76.0,14.71,56.59,86.76,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_221,868142,2025-02,IntSB,10204020101,01 - Line of Credit,02 - > Three years old,02 - >620,01 - Current & 1-29 DPD,,4337.0,371.13,,,,,,,,,4.5,1.1,0.59,5.01,0.0,48.0,01 - Secured,267.0,32.54,133.26,36.58,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_222,813861,2025-02,IntSB,10204020102,01 - Line of Credit,02 - > Three years old,02 - >620,01 - Current & 1-29 DPD,,9939.0,95.29,,,,,,,,,2.03,1.17,1.2,2.0,0.0,16.0,02 - Unsecured,68.0,41.95,159.6,83.68,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_223,762335,2025-02,IntSB,10204020201,01 - Line of Credit,02 - > Three years old,02 - >620,02 - 30-59 DPD,,3754.0,136.91,,,,,,,,,2.56,0.93,0.62,2.87,0.0,32.0,01 - Secured,444.0,11.21,164.65,45.83,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_224,859812,2025-02,IntSB,10204020202,01 - Line of Credit,02 - > Three years old,02 - >620,02 - 30-59 DPD,,9206.0,151.94,,,,,,,,,1.8,1.95,1.47,2.28,0.22,69.0,02 - Unsecured,382.0,18.25,90.33,98.57,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_225,661768,2025-02,IntSB,10204020301,01 - Line of Credit,02 - > Three years old,02 - >620,03 - 60-89 DPD,,2433.0,63.42,,,,,,,,,2.87,0.24,0.91,2.2,0.0,23.0,01 - Secured,309.0,18.05,95.22,54.27,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_226,673852,2025-02,IntSB,10204020302,01 - Line of Credit,02 - > Three years old,02 - >620,03 - 60-89 DPD,,7504.0,186.71,,,,,,,,,4.25,1.14,1.1,4.29,0.0,62.0,02 - Unsecured,317.0,5.59,151.93,9.48,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_227,806875,2025-02,IntSB,10204020401,01 - Line of Credit,02 - > Three years old,02 - >620,04 - 90-119 DPD,,6471.0,243.54,,,,,,,,,0.83,1.61,0.63,1.81,0.0,42.0,01 - Secured,112.0,15.55,142.4,75.64,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_228,228666,2025-02,IntSB,10204020402,01 - Line of Credit,02 - > Three years old,02 - >620,04 - 90-119 DPD,,9056.0,420.79,,,,,,,,,2.49,1.48,0.94,3.03,-0.0,29.0,02 - Unsecured,358.0,27.57,87.74,73.99,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_229,648805,2025-02,IntSB,10204020501,01 - Line of Credit,02 - > Three years old,02 - >620,05 - 120+ DPD,,5207.0,266.32,,,,,,,,,0.57,0.74,0.97,0.34,-0.0,60.0,01 - Secured,297.0,25.94,198.65,21.0,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_230,403310,2025-02,IntSB,10204020502,01 - Line of Credit,02 - > Three years old,02 - >620,05 - 120+ DPD,,6689.0,131.22,,,,,,,,,4.46,1.38,0.94,4.9,0.0,69.0,02 - Unsecured,342.0,41.46,128.4,66.57,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_231,596972,2025-02,IntSB,10204030101,01 - Line of Credit,02 - > Three years old,,01 - Current & 1-29 DPD,,9535.0,412.12,,,,,,,,,4.68,0.14,0.65,4.17,0.33,57.0,01 - Secured,103.0,36.03,86.71,41.81,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_232,364833,2025-02,IntSB,10204030102,01 - Line of Credit,02 - > Three years old,,01 - Current & 1-29 DPD,,8721.0,249.68,,,,,,,,,4.69,1.94,0.55,6.08,-0.0,53.0,02 - Unsecured,386.0,12.06,174.15,53.69,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_233,255158,2025-02,IntSB,10204030201,01 - Line of Credit,02 - > Three years old,,02 - 30-59 DPD,,1725.0,71.24,,,,,,,,,3.92,1.28,1.22,3.98,-0.0,52.0,01 - Secured,162.0,42.51,25.14,70.63,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_234,989638,2025-02,IntSB,10204030202,01 - Line of Credit,02 - > Three years old,,02 - 30-59 DPD,,5473.0,318.61,,,,,,,,,2.21,1.93,0.95,3.19,0.0,23.0,02 - Unsecured,164.0,41.44,42.66,71.42,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_235,454581,2025-02,IntSB,10204030301,01 - Line of Credit,02 - > Three years old,,03 - 60-89 DPD,,1674.0,59.12,,,,,,,,,4.13,1.14,0.71,4.56,0.0,14.0,01 - Secured,216.0,29.4,70.95,26.64,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_236,910178,2025-02,IntSB,10204030302,01 - Line of Credit,02 - > Three years old,,03 - 60-89 DPD,,8139.0,252.03,,,,,,,,,3.43,0.89,1.29,3.03,-0.0,63.0,02 - Unsecured,245.0,42.67,15.86,55.06,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_237,777504,2025-02,IntSB,10204030401,01 - Line of Credit,02 - > Three years old,,04 - 90-119 DPD,,6403.0,362.36,,,,,,,,,2.65,0.55,1.29,1.91,-0.0,18.0,01 - Secured,57.0,28.79,47.89,57.03,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_238,233418,2025-02,IntSB,10204030402,01 - Line of Credit,02 - > Three years old,,04 - 90-119 DPD,,5891.0,270.31,,,,,,,,,2.46,1.8,0.33,3.93,-0.8,65.0,02 - Unsecured,484.0,47.91,25.79,63.74,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_239,435397,2025-02,IntSB,10204030501,01 - Line of Credit,02 - > Three years old,,05 - 120+ DPD,,1613.0,222.27,,,,,,,,,2.35,0.58,1.34,1.59,0.0,32.0,01 - Secured,309.0,43.35,190.9,6.17,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_240,418572,2025-02,IntSB,10204030502,01 - Line of Credit,02 - > Three years old,,05 - 120+ DPD,,5397.0,280.62,,,,,,,,,1.7,1.79,1.49,2.0,0.0,48.0,02 - Unsecured,298.0,17.12,115.32,63.68,04 - APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_241,872809,2025-02,IntSB,20101010101,02 - Term Loan,01 - <= Three years old,01 - <=620,01 - Current & 1-29 DPD,,2648.0,385.88,,,,,,,,,1.97,1.06,1.17,1.86,-0.0,12.0,01 - Secured,207.0,27.83,189.54,35.49,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_242,163689,2025-02,IntSB,20101010102,02 - Term Loan,01 - <= Three years old,01 - <=620,01 - Current & 1-29 DPD,,1853.0,395.77,,,,,,,,,1.8,0.89,0.91,1.78,0.0,47.0,02 - Unsecured,184.0,14.28,78.2,99.15,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_243,683121,2025-02,IntSB,20101010201,02 - Term Loan,01 - <= Three years old,01 - <=620,02 - 30-59 DPD,,6150.0,124.59,,,,,,,,,3.63,0.4,1.26,2.77,-0.0,32.0,01 - Secured,115.0,35.48,47.99,19.13,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_244,236222,2025-02,IntSB,20101010202,02 - Term Loan,01 - <= Three years old,01 - <=620,02 - 30-59 DPD,,9785.0,305.25,,,,,,,,,3.05,0.91,0.74,3.22,0.0,16.0,02 - Unsecured,51.0,15.81,172.69,89.39,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_245,824306,2025-02,IntSB,20101010301,02 - Term Loan,01 - <= Three years old,01 - <=620,03 - 60-89 DPD,,3276.0,114.5,,,,,,,,,1.01,0.59,0.83,0.77,-0.79,41.0,01 - Secured,224.0,33.58,90.88,57.77,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_246,452878,2025-02,IntSB,20101010302,02 - Term Loan,01 - <= Three years old,01 - <=620,03 - 60-89 DPD,,1831.0,157.03,,,,,,,,,2.07,0.62,1.07,1.62,0.0,26.0,02 - Unsecured,292.0,17.22,164.26,21.25,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_247,372749,2025-02,IntSB,20101010401,02 - Term Loan,01 - <= Three years old,01 - <=620,04 - 90-119 DPD,,3280.0,411.61,,,,,,,,,1.71,1.2,0.38,2.53,-0.0,43.0,01 - Secured,462.0,8.85,97.63,55.45,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_248,767473,2025-02,IntSB,20101010402,02 - Term Loan,01 - <= Three years old,01 - <=620,04 - 90-119 DPD,,9827.0,379.99,,,,,,,,,3.85,1.65,0.11,5.39,0.0,39.0,02 - Unsecured,304.0,13.39,60.84,80.18,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_249,907623,2025-02,IntSB,20101010501,02 - Term Loan,01 - <= Three years old,01 - <=620,05 - 120+ DPD,,9590.0,334.18,,,,,,,,,1.93,1.76,1.1,2.59,0.0,65.0,01 - Secured,226.0,24.64,44.56,57.45,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_250,655831,2025-02,IntSB,20101010502,02 - Term Loan,01 - <= Three years old,01 - <=620,05 - 120+ DPD,,8841.0,418.37,,,,,,,,,2.4,0.63,1.18,1.85,0.0,56.0,02 - Unsecured,83.0,29.4,84.07,39.5,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_251,369721,2025-02,IntSB,20101020101,02 - Term Loan,01 - <= Three years old,02 - >620,01 - Current & 1-29 DPD,,9936.0,64.48,,,,,,,,,1.25,0.92,0.66,1.51,0.0,64.0,01 - Secured,436.0,23.8,31.88,57.1,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_252,371112,2025-02,IntSB,20101020102,02 - Term Loan,01 - <= Three years old,02 - >620,01 - Current & 1-29 DPD,,1585.0,269.21,,,,,,,,,3.91,1.71,0.37,5.25,0.22,18.0,02 - Unsecured,213.0,33.75,118.87,38.39,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_253,942317,2025-02,IntSB,20101020201,02 - Term Loan,01 - <= Three years old,02 - >620,02 - 30-59 DPD,,9471.0,220.8,,,,,,,,,0.8,1.41,0.55,1.66,0.0,68.0,01 - Secured,239.0,44.87,75.74,20.03,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_254,105267,2025-02,IntSB,20101020202,02 - Term Loan,01 - <= Three years old,02 - >620,02 - 30-59 DPD,,6479.0,362.83,,,,,,,,,3.09,0.45,1.32,2.22,0.0,48.0,02 - Unsecured,287.0,6.21,23.77,93.14,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_255,472436,2025-02,IntSB,20101020301,02 - Term Loan,01 - <= Three years old,02 - >620,03 - 60-89 DPD,,7391.0,181.52,,,,,,,,,1.73,0.92,1.08,1.57,0.0,72.0,01 - Secured,90.0,28.19,51.35,88.58,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_256,772482,2025-02,IntSB,20101020302,02 - Term Loan,01 - <= Three years old,02 - >620,03 - 60-89 DPD,,2060.0,465.91,,,,,,,,,3.34,1.24,1.04,3.54,0.0,42.0,02 - Unsecured,412.0,20.55,29.45,21.07,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_257,411150,2025-02,IntSB,20101020401,02 - Term Loan,01 - <= Three years old,02 - >620,04 - 90-119 DPD,,6629.0,429.1,,,,,,,,,0.54,1.08,1.06,0.56,0.0,35.0,01 - Secured,74.0,15.52,185.55,73.36,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_258,862489,2025-02,IntSB,20101020402,02 - Term Loan,01 - <= Three years old,02 - >620,04 - 90-119 DPD,,2559.0,78.6,,,,,,,,,1.03,0.98,1.0,1.01,0.0,12.0,02 - Unsecured,319.0,46.91,81.38,36.23,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_259,912113,2025-02,IntSB,20101020501,02 - Term Loan,01 - <= Three years old,02 - >620,05 - 120+ DPD,,7321.0,266.33,,,,,,,,,4.02,0.49,0.33,4.18,-0.19,66.0,01 - Secured,61.0,34.2,127.92,26.79,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_260,504271,2025-02,IntSB,20101020502,02 - Term Loan,01 - <= Three years old,02 - >620,05 - 120+ DPD,,8479.0,93.61,,,,,,,,,2.09,0.43,1.25,1.27,0.0,30.0,02 - Unsecured,484.0,13.45,113.5,47.81,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_261,845789,2025-02,IntSB,20101030101,02 - Term Loan,01 - <= Three years old,,01 - Current & 1-29 DPD,,5468.0,405.84,,,,,,,,,4.27,0.9,1.15,4.02,0.0,59.0,01 - Secured,107.0,27.99,67.7,61.15,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_262,785307,2025-02,IntSB,20101030102,02 - Term Loan,01 - <= Three years old,,01 - Current & 1-29 DPD,,6831.0,440.45,,,,,,,,,2.77,0.57,1.46,1.88,0.0,26.0,02 - Unsecured,192.0,19.83,197.23,29.77,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_263,140282,2025-02,IntSB,20101030201,02 - Term Loan,01 - <= Three years old,,02 - 30-59 DPD,,9197.0,199.3,,,,,,,,,2.94,0.58,1.46,2.06,0.0,42.0,01 - Secured,379.0,21.1,138.5,37.96,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_264,501924,2025-02,IntSB,20101030202,02 - Term Loan,01 - <= Three years old,,02 - 30-59 DPD,,4366.0,167.46,,,,,,,,,2.29,1.75,0.66,3.38,0.0,70.0,02 - Unsecured,56.0,24.5,137.59,21.83,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_265,675566,2025-02,IntSB,20101030301,02 - Term Loan,01 - <= Three years old,,03 - 60-89 DPD,,2414.0,391.06,,,,,,,,,3.88,1.77,1.37,4.28,0.0,33.0,01 - Secured,202.0,10.79,120.66,27.9,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_266,801498,2025-02,IntSB,20101030302,02 - Term Loan,01 - <= Three years old,,03 - 60-89 DPD,,2310.0,437.64,,,,,,,,,1.66,0.42,1.14,0.94,-0.91,54.0,02 - Unsecured,159.0,9.35,153.9,56.18,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_267,803787,2025-02,IntSB,20101030401,02 - Term Loan,01 - <= Three years old,,04 - 90-119 DPD,,3365.0,464.87,,,,,,,,,1.1,0.75,0.27,1.58,0.0,64.0,01 - Secured,337.0,27.59,146.65,56.39,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_268,246331,2025-02,IntSB,20101030402,02 - Term Loan,01 - <= Three years old,,04 - 90-119 DPD,,8244.0,61.94,,,,,,,,,1.45,1.92,1.39,1.98,-0.0,56.0,02 - Unsecured,179.0,17.7,89.57,76.38,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_269,432328,2025-02,IntSB,20101030501,02 - Term Loan,01 - <= Three years old,,05 - 120+ DPD,,5701.0,92.53,,,,,,,,,4.62,1.04,1.32,4.34,0.0,41.0,01 - Secured,54.0,20.48,133.15,93.29,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_270,175268,2025-02,IntSB,20101030502,02 - Term Loan,01 - <= Three years old,,05 - 120+ DPD,,9322.0,57.24,,,,,,,,,2.42,1.85,1.45,2.82,0.0,54.0,02 - Unsecured,359.0,32.34,48.26,71.38,01 - Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_271,255744,2025-02,IntSB,20102010101,02 - Term Loan,01 - <= Three years old,01 - <=620,01 - Current & 1-29 DPD,,3637.0,309.49,,,,,,,,,1.19,1.53,1.26,1.46,0.0,35.0,01 - Secured,130.0,47.23,47.43,22.88,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_272,360207,2025-02,IntSB,20102010102,02 - Term Loan,01 - <= Three years old,01 - <=620,01 - Current & 1-29 DPD,,1758.0,230.4,,,,,,,,,4.09,1.96,0.21,5.84,0.0,66.0,02 - Unsecured,416.0,28.33,93.63,12.5,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_273,392125,2025-02,IntSB,20102010201,02 - Term Loan,01 - <= Three years old,01 - <=620,02 - 30-59 DPD,,5699.0,122.36,,,,,,,,,3.93,1.89,0.89,4.93,0.0,49.0,01 - Secured,367.0,10.68,27.46,38.65,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_274,161447,2025-02,IntSB,20102010202,02 - Term Loan,01 - <= Three years old,01 - <=620,02 - 30-59 DPD,,3873.0,290.1,,,,,,,,,4.94,0.9,1.24,4.6,-0.0,68.0,02 - Unsecured,309.0,7.05,131.64,65.17,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_275,982969,2025-02,IntSB,20102010301,02 - Term Loan,01 - <= Three years old,01 - <=620,03 - 60-89 DPD,,6579.0,204.49,,,,,,,,,1.07,0.87,0.58,1.36,0.0,46.0,01 - Secured,314.0,26.05,25.31,43.93,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_276,370487,2025-02,IntSB,20102010302,02 - Term Loan,01 - <= Three years old,01 - <=620,03 - 60-89 DPD,,9602.0,279.76,,,,,,,,,1.03,1.11,1.09,1.05,0.0,32.0,02 - Unsecured,387.0,25.13,108.18,56.6,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_277,482519,2025-02,IntSB,20102010401,02 - Term Loan,01 - <= Three years old,01 - <=620,04 - 90-119 DPD,,1936.0,452.94,,,,,,,,,2.09,1.76,0.34,3.51,0.0,35.0,01 - Secured,118.0,22.5,131.31,85.06,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_278,827421,2025-02,IntSB,20102010402,02 - Term Loan,01 - <= Three years old,01 - <=620,04 - 90-119 DPD,,7375.0,338.52,,,,,,,,,1.46,0.14,1.08,0.52,0.0,58.0,02 - Unsecured,374.0,12.87,41.28,16.03,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_279,430494,2025-02,IntSB,20102010501,02 - Term Loan,01 - <= Three years old,01 - <=620,05 - 120+ DPD,,4689.0,432.25,,,,,,,,,1.56,1.14,1.18,1.52,-0.0,35.0,01 - Secured,137.0,16.94,120.22,36.93,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_280,259289,2025-02,IntSB,20102010502,02 - Term Loan,01 - <= Three years old,01 - <=620,05 - 120+ DPD,,3578.0,153.03,,,,,,,,,1.24,1.14,0.35,2.03,-0.58,31.0,02 - Unsecured,85.0,36.19,23.37,61.74,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_281,335344,2025-02,IntSB,20102020101,02 - Term Loan,01 - <= Three years old,02 - >620,01 - Current & 1-29 DPD,,5802.0,369.2,,,,,,,,,3.36,0.78,1.12,3.02,0.0,15.0,01 - Secured,319.0,12.96,120.04,68.07,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_282,656769,2025-02,IntSB,20102020102,02 - Term Loan,01 - <= Three years old,02 - >620,01 - Current & 1-29 DPD,,5083.0,359.55,,,,,,,,,2.07,1.31,0.98,2.4,0.0,34.0,02 - Unsecured,365.0,13.57,40.91,33.92,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_283,419310,2025-02,IntSB,20102020201,02 - Term Loan,01 - <= Three years old,02 - >620,02 - 30-59 DPD,,6034.0,429.08,,,,,,,,,2.02,0.39,0.12,2.29,0.0,21.0,01 - Secured,97.0,30.76,17.77,35.53,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_284,189081,2025-02,IntSB,20102020202,02 - Term Loan,01 - <= Three years old,02 - >620,02 - 30-59 DPD,,4905.0,395.36,,,,,,,,,1.4,1.15,0.85,1.7,0.0,12.0,02 - Unsecured,500.0,14.21,75.51,87.66,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_285,463223,2025-02,IntSB,20102020301,02 - Term Loan,01 - <= Three years old,02 - >620,03 - 60-89 DPD,,8700.0,428.25,,,,,,,,,2.02,1.66,0.78,2.9,0.0,32.0,01 - Secured,188.0,29.81,155.38,51.78,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_286,228181,2025-02,IntSB,20102020302,02 - Term Loan,01 - <= Three years old,02 - >620,03 - 60-89 DPD,,3818.0,249.32,,,,,,,,,2.4,1.35,0.38,3.37,0.0,39.0,02 - Unsecured,270.0,46.76,175.89,25.71,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_287,653153,2025-02,IntSB,20102020401,02 - Term Loan,01 - <= Three years old,02 - >620,04 - 90-119 DPD,,1051.0,106.36,,,,,,,,,2.81,1.28,0.35,3.74,-0.46,14.0,01 - Secured,345.0,44.29,168.23,20.43,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_288,239629,2025-02,IntSB,20102020402,02 - Term Loan,01 - <= Three years old,02 - >620,04 - 90-119 DPD,,9199.0,441.18,,,,,,,,,4.47,0.87,0.93,4.41,0.0,37.0,02 - Unsecured,262.0,14.5,186.07,36.71,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_289,126252,2025-02,IntSB,20102020501,02 - Term Loan,01 - <= Three years old,02 - >620,05 - 120+ DPD,,2119.0,132.79,,,,,,,,,2.73,0.73,0.93,2.53,0.0,15.0,01 - Secured,493.0,20.82,74.17,47.38,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_290,558722,2025-02,IntSB,20102020502,02 - Term Loan,01 - <= Three years old,02 - >620,05 - 120+ DPD,,4647.0,53.04,,,,,,,,,4.33,1.23,1.06,4.5,0.0,68.0,02 - Unsecured,84.0,36.35,42.42,26.73,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_291,597733,2025-02,IntSB,20102030101,02 - Term Loan,01 - <= Three years old,,01 - Current & 1-29 DPD,,3642.0,160.79,,,,,,,,,4.02,0.8,1.04,3.78,0.0,71.0,01 - Secured,239.0,39.61,39.07,30.31,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_292,901792,2025-02,IntSB,20102030102,02 - Term Loan,01 - <= Three years old,,01 - Current & 1-29 DPD,,6327.0,188.61,,,,,,,,,3.18,0.96,0.65,3.49,-0.0,53.0,02 - Unsecured,176.0,10.35,127.87,18.01,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_293,389518,2025-02,IntSB,20102030201,02 - Term Loan,01 - <= Three years old,,02 - 30-59 DPD,,5914.0,457.0,,,,,,,,,4.28,0.77,1.01,4.04,-0.0,20.0,01 - Secured,392.0,24.55,188.17,68.19,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_294,873519,2025-02,IntSB,20102030202,02 - Term Loan,01 - <= Three years old,,02 - 30-59 DPD,,2181.0,453.2,,,,,,,,,2.18,0.71,1.15,1.74,-0.82,57.0,02 - Unsecured,303.0,41.92,14.29,79.45,02 - EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
