BHC_NAME,RSSD_ID,REPORTING_MONTH,PORTFOLIO_ID,SEGMENT_ID,Product Type,Credit Score,Geography,Age,LTV,Delinquency,# Accounts,$ Outstandings,$ Commitment,# New Accounts,$ New Accounts,$ New Commitments,$ Commitment Increases,$ Commitment Decreases,$ Gross Contractual Charge-offs,$ Bankruptcy Charge-offs,$ Recoveries,$ Net Charge-offs,$ Adjustment Factor,$ Foreclosure,$ New Foreclosure,$ Other Real Estate Owned (OREO),$ New OREO,Weighted Average Life of Loans
Sample Bank,123456,2025-02,IntHE,010202010201,01:HELOAN,02:> 660,02:EMEA,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,112,10.08,,12,6.71,,,,1.27,1.89,0.03,0.54,0.29,2.37,0.65,2.99,0.4,9.15
Sample Bank,123456,2025-02,IntHE,010202010202,01:HELOAN,02:> 660,02:EMEA,01:<= Three years old,02:>= 80,02:30-89 DPD,184,89.15,,23,6.17,,,,0.08,0.54,0.85,1.5,0.28,2.3,1.7,1.94,1.71,25.11
Sample Bank,123456,2025-02,IntHE,010202010203,01:HELOAN,02:> 660,02:EMEA,01:<= Three years old,02:>= 80,03:90-119 DPD,729,67.89,,10,3.36,,,,0.57,1.38,0.44,0.12,0.02,2.36,1.39,3.67,1.13,29.71
Sample Bank,123456,2025-02,IntHE,010202010204,01:HELOAN,02:> 660,02:EMEA,01:<= Three years old,02:>= 80,04:120-179 DPD,655,3.98,,5,9.47,,,,1.61,1.31,0.26,2.42,-0.14,4.34,1.38,4.15,1.09,15.66
Sample Bank,123456,2025-02,IntHE,010202010205,01:HELOAN,02:> 660,02:EMEA,01:<= Three years old,02:>= 80,05:180+ DPD,939,22.09,,25,8.07,,,,1.7,0.41,0.92,1.4,-0.99,4.48,0.33,2.05,1.25,19.5
Sample Bank,123456,2025-02,IntHE,010202020101,01:HELOAN,02:> 660,02:EMEA,02:> Three years old,01:< 80,01:Current & 1-29 DPD,123,22.34,,48,7.85,,,,1.46,1.71,0.1,0.4,0.07,0.84,0.31,4.56,1.41,3.72
Sample Bank,123456,2025-02,IntHE,010202020102,01:HELOAN,02:> 660,02:EMEA,02:> Three years old,01:< 80,02:30-89 DPD,660,87.7,,15,5.76,,,,0.26,0.26,0.29,1.62,-0.35,0.09,1.49,0.83,1.55,23.47
Sample Bank,123456,2025-02,IntHE,010202020103,01:HELOAN,02:> 660,02:EMEA,02:> Three years old,01:< 80,03:90-119 DPD,839,10.69,,34,4.77,,,,1.3,1.3,0.32,1.17,-0.64,0.49,1.0,3.31,0.35,7.3
Sample Bank,123456,2025-02,IntHE,010202020104,01:HELOAN,02:> 660,02:EMEA,02:> Three years old,01:< 80,04:120-179 DPD,770,12.09,,48,1.84,,,,1.99,0.2,0.78,2.34,0.22,0.76,1.59,3.72,0.55,29.88
Sample Bank,123456,2025-02,IntHE,010202020105,01:HELOAN,02:> 660,02:EMEA,02:> Three years old,01:< 80,05:180+ DPD,246,74.2,,43,6.42,,,,1.35,0.95,0.38,0.46,0.48,0.57,0.25,2.93,1.92,15.56
Sample Bank,123456,2025-02,IntHE,010202020201,01:HELOAN,02:> 660,02:EMEA,02:> Three years old,02:>= 80,01:Current & 1-29 DPD,699,61.11,,31,1.4,,,,1.86,1.94,0.35,2.19,0.38,3.82,0.04,0.2,0.63,2.26
Sample Bank,123456,2025-02,IntHE,010202020202,01:HELOAN,02:> 660,02:EMEA,02:> Three years old,02:>= 80,02:30-89 DPD,384,19.72,,10,3.88,,,,1.67,1.14,0.16,1.44,0.62,2.67,0.11,4.28,1.39,14.24
Sample Bank,123456,2025-02,IntHE,010202020203,01:HELOAN,02:> 660,02:EMEA,02:> Three years old,02:>= 80,03:90-119 DPD,456,56.35,,3,1.33,,,,0.5,1.73,0.25,1.77,0.97,0.11,0.47,1.31,0.81,3.99
Sample Bank,123456,2025-02,IntHE,010202020204,01:HELOAN,02:> 660,02:EMEA,02:> Three years old,02:>= 80,04:120-179 DPD,359,97.63,,34,0.57,,,,0.91,1.43,0.43,0.22,-0.15,3.85,1.67,0.81,1.1,16.99
Sample Bank,123456,2025-02,IntHE,010202020205,01:HELOAN,02:> 660,02:EMEA,02:> Three years old,02:>= 80,05:180+ DPD,841,42.95,,38,3.27,,,,0.44,1.81,0.37,0.57,-0.58,2.9,0.83,3.97,0.94,18.71
Sample Bank,123456,2025-02,IntHE,010203010101,01:HELOAN,02:> 660,03:LATAM,01:<= Three years old,01:< 80,01:Current & 1-29 DPD,316,64.98,,35,8.49,,,,0.45,0.18,0.91,2.11,0.57,2.81,0.33,0.47,1.48,25.91
Sample Bank,123456,2025-02,IntHE,010203010102,01:HELOAN,02:> 660,03:LATAM,01:<= Three years old,01:< 80,02:30-89 DPD,596,6.44,,16,1.93,,,,1.19,0.12,0.64,0.42,-0.86,3.89,1.39,4.91,1.89,20.87
Sample Bank,123456,2025-02,IntHE,010203010103,01:HELOAN,02:> 660,03:LATAM,01:<= Three years old,01:< 80,03:90-119 DPD,429,21.49,,31,1.32,,,,1.8,0.45,0.17,0.75,-0.08,2.88,1.47,4.44,1.79,2.16
Sample Bank,123456,2025-02,IntHE,010203010104,01:HELOAN,02:> 660,03:LATAM,01:<= Three years old,01:< 80,04:120-179 DPD,815,51.31,,45,7.27,,,,0.42,1.99,0.14,2.53,-0.73,2.96,0.69,1.43,0.88,15.05
Sample Bank,123456,2025-02,IntHE,010203010105,01:HELOAN,02:> 660,03:LATAM,01:<= Three years old,01:< 80,05:180+ DPD,797,55.74,,44,2.62,,,,0.35,0.68,0.75,2.3,-0.41,1.25,1.75,0.91,1.09,11.02
Sample Bank,123456,2025-02,IntHE,010203010201,01:HELOAN,02:> 660,03:LATAM,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,469,86.0,,5,4.76,,,,0.63,0.55,0.87,2.64,-0.34,2.45,0.71,3.24,1.26,13.8
Sample Bank,123456,2025-02,IntHE,010203010202,01:HELOAN,02:> 660,03:LATAM,01:<= Three years old,02:>= 80,02:30-89 DPD,304,68.35,,1,1.37,,,,0.89,0.83,0.21,1.38,-0.99,1.29,0.82,2.59,0.33,10.46
Sample Bank,123456,2025-02,IntHE,010203010203,01:HELOAN,02:> 660,03:LATAM,01:<= Three years old,02:>= 80,03:90-119 DPD,467,68.57,,11,2.53,,,,0.91,1.45,0.35,1.11,0.88,3.34,1.63,1.9,0.35,12.71
Sample Bank,123456,2025-02,IntHE,010203010204,01:HELOAN,02:> 660,03:LATAM,01:<= Three years old,02:>= 80,04:120-179 DPD,390,59.07,,37,5.55,,,,0.56,1.46,0.85,0.87,-0.6,3.07,1.36,2.82,1.02,13.54
Sample Bank,123456,2025-02,IntHE,010203010205,01:HELOAN,02:> 660,03:LATAM,01:<= Three years old,02:>= 80,05:180+ DPD,486,72.8,,22,2.28,,,,1.9,0.19,0.83,0.11,0.28,0.06,1.38,0.08,1.14,17.07
Sample Bank,123456,2025-02,IntHE,010203020101,01:HELOAN,02:> 660,03:LATAM,02:> Three years old,01:< 80,01:Current & 1-29 DPD,357,60.07,,38,8.75,,,,0.05,1.99,0.28,1.76,-0.57,2.53,1.91,2.99,0.47,25.31
Sample Bank,123456,2025-02,IntHE,010203020102,01:HELOAN,02:> 660,03:LATAM,02:> Three years old,01:< 80,02:30-89 DPD,522,45.1,,43,4.16,,,,0.57,0.92,0.15,2.67,0.84,0.63,0.17,2.07,0.28,27.75
Sample Bank,123456,2025-02,IntHE,010203020103,01:HELOAN,02:> 660,03:LATAM,02:> Three years old,01:< 80,03:90-119 DPD,597,90.71,,24,0.53,,,,1.38,0.26,0.69,2.27,0.96,3.35,0.58,2.2,0.75,10.51
Sample Bank,123456,2025-02,IntHE,010203020104,01:HELOAN,02:> 660,03:LATAM,02:> Three years old,01:< 80,04:120-179 DPD,379,90.0,,47,8.37,,,,0.88,0.0,0.5,2.89,0.44,3.12,1.95,4.49,0.6,27.24
Sample Bank,123456,2025-02,IntHE,010203020105,01:HELOAN,02:> 660,03:LATAM,02:> Three years old,01:< 80,05:180+ DPD,254,52.84,,33,3.99,,,,1.94,0.84,0.77,2.19,0.88,2.6,1.17,1.4,0.98,24.44
Sample Bank,123456,2025-02,IntHE,010203020201,01:HELOAN,02:> 660,03:LATAM,02:> Three years old,02:>= 80,01:Current & 1-29 DPD,754,87.23,,36,1.87,,,,0.76,1.23,0.71,0.34,0.95,3.73,1.68,1.86,0.14,21.55
Sample Bank,123456,2025-02,IntHE,010203020202,01:HELOAN,02:> 660,03:LATAM,02:> Three years old,02:>= 80,02:30-89 DPD,832,22.52,,22,9.15,,,,0.26,1.7,0.08,2.58,-0.92,2.28,0.23,3.93,0.31,20.38
Sample Bank,123456,2025-02,IntHE,010203020203,01:HELOAN,02:> 660,03:LATAM,02:> Three years old,02:>= 80,03:90-119 DPD,362,95.86,,29,5.05,,,,1.72,1.95,0.26,1.84,0.61,4.43,0.65,0.61,0.14,21.25
Sample Bank,123456,2025-02,IntHE,010203020204,01:HELOAN,02:> 660,03:LATAM,02:> Three years old,02:>= 80,04:120-179 DPD,708,53.32,,37,0.75,,,,0.7,0.27,0.7,1.89,0.45,2.0,1.35,3.86,0.84,20.03
Sample Bank,123456,2025-02,IntHE,010203020205,01:HELOAN,02:> 660,03:LATAM,02:> Three years old,02:>= 80,05:180+ DPD,746,82.17,,16,8.48,,,,1.55,1.38,0.39,0.4,0.55,0.31,0.23,1.78,1.62,25.69
Sample Bank,123456,2025-02,IntHE,010204010101,01:HELOAN,02:> 660,04:APAC,01:<= Three years old,01:< 80,01:Current & 1-29 DPD,669,33.2,,35,1.84,,,,1.07,0.98,0.36,2.8,0.44,2.8,0.49,2.81,1.11,27.01
Sample Bank,123456,2025-02,IntHE,010204010102,01:HELOAN,02:> 660,04:APAC,01:<= Three years old,01:< 80,02:30-89 DPD,581,71.32,,38,7.89,,,,1.76,1.96,0.12,2.39,0.42,0.16,0.39,4.94,1.2,5.29
Sample Bank,123456,2025-02,IntHE,010204010103,01:HELOAN,02:> 660,04:APAC,01:<= Three years old,01:< 80,03:90-119 DPD,56,35.5,,39,7.59,,,,0.34,0.23,0.81,2.93,0.97,3.6,0.36,4.38,0.55,29.2
Sample Bank,123456,2025-02,IntHE,010204010104,01:HELOAN,02:> 660,04:APAC,01:<= Three years old,01:< 80,04:120-179 DPD,426,14.35,,38,8.49,,,,0.57,0.64,0.4,1.06,0.45,3.63,0.97,0.7,1.69,20.48
Sample Bank,123456,2025-02,IntHE,010204010105,01:HELOAN,02:> 660,04:APAC,01:<= Three years old,01:< 80,05:180+ DPD,445,85.27,,32,6.71,,,,0.55,0.41,0.12,1.39,-0.05,3.55,1.54,0.88,1.56,21.68
Sample Bank,123456,2025-02,IntHE,010204010201,01:HELOAN,02:> 660,04:APAC,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,313,21.98,,2,4.37,,,,0.16,1.87,0.13,1.09,-0.29,2.86,0.81,0.79,0.82,9.87
Sample Bank,123456,2025-02,IntHE,010204010202,01:HELOAN,02:> 660,04:APAC,01:<= Three years old,02:>= 80,02:30-89 DPD,438,48.12,,34,4.6,,,,0.89,0.62,0.3,2.48,-0.55,4.06,1.82,4.24,1.32,10.7
Sample Bank,123456,2025-02,IntHE,010204010203,01:HELOAN,02:> 660,04:APAC,01:<= Three years old,02:>= 80,03:90-119 DPD,667,77.68,,35,5.87,,,,0.01,0.89,0.07,2.61,-0.12,2.47,1.43,4.15,1.31,8.32
Sample Bank,123456,2025-02,IntHE,010204010204,01:HELOAN,02:> 660,04:APAC,01:<= Three years old,02:>= 80,04:120-179 DPD,810,72.41,,19,2.23,,,,1.72,0.22,0.78,2.67,0.58,3.8,1.58,1.42,0.11,15.7
Sample Bank,123456,2025-02,IntHE,010204010205,01:HELOAN,02:> 660,04:APAC,01:<= Three years old,02:>= 80,05:180+ DPD,353,83.28,,37,7.79,,,,0.13,0.99,0.75,2.44,0.17,0.48,0.23,1.99,0.99,8.48
Sample Bank,123456,2025-02,IntHE,010204020101,01:HELOAN,02:> 660,04:APAC,02:> Three years old,01:< 80,01:Current & 1-29 DPD,208,22.74,,22,8.42,,,,1.76,0.54,0.15,2.47,-0.43,3.73,1.62,0.64,1.99,25.31
Sample Bank,123456,2025-02,IntHE,010204020102,01:HELOAN,02:> 660,04:APAC,02:> Three years old,01:< 80,02:30-89 DPD,445,45.87,,9,9.91,,,,1.88,1.12,1.0,2.9,-0.24,0.33,0.74,4.14,0.6,23.87
Sample Bank,123456,2025-02,IntHE,010204020103,01:HELOAN,02:> 660,04:APAC,02:> Three years old,01:< 80,03:90-119 DPD,767,20.17,,35,0.95,,,,1.07,0.07,0.43,0.72,-0.26,4.28,0.45,1.81,0.74,12.27
Sample Bank,123456,2025-02,IntHE,010204020104,01:HELOAN,02:> 660,04:APAC,02:> Three years old,01:< 80,04:120-179 DPD,654,61.4,,11,7.51,,,,1.08,0.68,0.89,0.32,0.63,0.74,0.19,0.15,0.53,25.84
Sample Bank,123456,2025-02,IntHE,010204020105,01:HELOAN,02:> 660,04:APAC,02:> Three years old,01:< 80,05:180+ DPD,857,65.58,,26,0.5,,,,0.04,1.57,0.79,2.47,-0.94,0.6,0.18,2.04,1.52,19.66
Sample Bank,123456,2025-02,IntHE,010204020201,01:HELOAN,02:> 660,04:APAC,02:> Three years old,02:>= 80,01:Current & 1-29 DPD,631,58.45,,9,1.72,,,,1.0,1.37,0.78,1.17,0.02,0.18,0.17,4.2,0.49,21.67
Sample Bank,123456,2025-02,IntHE,010204020202,01:HELOAN,02:> 660,04:APAC,02:> Three years old,02:>= 80,02:30-89 DPD,57,38.79,,42,4.76,,,,1.0,0.89,0.39,1.13,0.7,2.02,1.13,1.04,0.57,18.25
Sample Bank,123456,2025-02,IntHE,010204020203,01:HELOAN,02:> 660,04:APAC,02:> Three years old,02:>= 80,03:90-119 DPD,366,89.38,,35,6.1,,,,1.29,1.53,0.9,0.33,0.17,1.54,1.01,1.61,1.98,16.91
Sample Bank,123456,2025-02,IntHE,010204020204,01:HELOAN,02:> 660,04:APAC,02:> Three years old,02:>= 80,04:120-179 DPD,639,19.36,,38,2.47,,,,0.47,0.21,0.7,0.21,-0.39,3.23,0.38,1.27,1.02,19.2
Sample Bank,123456,2025-02,IntHE,010204020205,01:HELOAN,02:> 660,04:APAC,02:> Three years old,02:>= 80,05:180+ DPD,348,41.19,,32,9.06,,,,1.84,1.45,0.62,0.77,0.54,1.43,1.29,2.55,1.07,18.65
Sample Bank,123456,2025-02,IntHE,010301010101,01:HELOAN,03:N/A,01:Canada,01:<= Three years old,01:< 80,01:Current & 1-29 DPD,836,8.41,,29,9.44,,,,1.0,0.54,0.84,2.76,-0.04,0.48,0.2,3.73,0.05,19.52
Sample Bank,123456,2025-02,IntHE,010301010102,01:HELOAN,03:N/A,01:Canada,01:<= Three years old,01:< 80,02:30-89 DPD,931,67.98,,22,7.64,,,,0.54,1.78,0.1,1.35,0.09,3.39,0.6,0.28,1.44,14.78
Sample Bank,123456,2025-02,IntHE,010301010103,01:HELOAN,03:N/A,01:Canada,01:<= Three years old,01:< 80,03:90-119 DPD,632,95.67,,42,9.23,,,,0.95,1.56,0.14,0.61,0.53,1.79,0.78,0.92,0.12,9.25
Sample Bank,123456,2025-02,IntHE,010301010104,01:HELOAN,03:N/A,01:Canada,01:<= Three years old,01:< 80,04:120-179 DPD,512,26.74,,44,8.97,,,,0.83,1.58,0.35,2.54,0.45,1.09,0.86,1.37,1.79,12.28
Sample Bank,123456,2025-02,IntHE,010301010105,01:HELOAN,03:N/A,01:Canada,01:<= Three years old,01:< 80,05:180+ DPD,597,53.53,,20,6.18,,,,0.8,1.2,0.11,2.73,0.96,3.67,1.54,0.18,0.32,19.05
Sample Bank,123456,2025-02,IntHE,010301010201,01:HELOAN,03:N/A,01:Canada,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,42,82.17,,28,4.89,,,,1.24,1.63,0.5,0.99,-0.3,1.45,0.72,0.5,0.6,20.71
Sample Bank,123456,2025-02,IntHE,010301010202,01:HELOAN,03:N/A,01:Canada,01:<= Three years old,02:>= 80,02:30-89 DPD,814,13.77,,15,3.03,,,,1.8,0.61,0.5,0.11,-0.93,0.53,0.64,4.0,1.26,12.42
Sample Bank,123456,2025-02,IntHE,010301010203,01:HELOAN,03:N/A,01:Canada,01:<= Three years old,02:>= 80,03:90-119 DPD,82,29.99,,1,6.8,,,,0.37,1.21,0.36,1.8,-0.06,2.46,0.85,4.88,0.66,3.08
Sample Bank,123456,2025-02,IntHE,010301010204,01:HELOAN,03:N/A,01:Canada,01:<= Three years old,02:>= 80,04:120-179 DPD,504,77.84,,45,0.83,,,,0.98,0.86,0.33,1.85,-0.04,2.73,0.21,2.81,0.1,19.74
Sample Bank,123456,2025-02,IntHE,010301010205,01:HELOAN,03:N/A,01:Canada,01:<= Three years old,02:>= 80,05:180+ DPD,41,7.87,,11,8.04,,,,1.43,0.69,0.6,2.34,0.75,3.67,0.45,1.94,0.58,10.86
Sample Bank,123456,2025-02,IntHE,010301020101,01:HELOAN,03:N/A,01:Canada,02:> Three years old,01:< 80,01:Current & 1-29 DPD,339,82.81,,19,9.56,,,,1.56,1.12,0.37,2.38,0.46,2.49,0.39,1.81,1.94,24.37
Sample Bank,123456,2025-02,IntHE,010301020102,01:HELOAN,03:N/A,01:Canada,02:> Three years old,01:< 80,02:30-89 DPD,307,53.81,,5,9.76,,,,0.66,0.59,0.74,1.79,0.15,4.92,0.31,2.11,1.27,29.9
Sample Bank,123456,2025-02,IntHE,010301020103,01:HELOAN,03:N/A,01:Canada,02:> Three years old,01:< 80,03:90-119 DPD,491,46.27,,44,0.01,,,,0.45,1.68,0.85,0.89,0.28,4.1,1.92,1.1,1.91,20.31
Sample Bank,123456,2025-02,IntHE,010301020104,01:HELOAN,03:N/A,01:Canada,02:> Three years old,01:< 80,04:120-179 DPD,112,37.49,,2,9.44,,,,1.99,1.41,0.94,0.1,-0.08,4.82,1.93,0.89,0.9,25.99
Sample Bank,123456,2025-02,IntHE,010301020105,01:HELOAN,03:N/A,01:Canada,02:> Three years old,01:< 80,05:180+ DPD,524,11.51,,4,6.96,,,,0.81,1.89,0.45,1.79,-0.14,0.78,0.12,3.2,0.84,8.13
Sample Bank,123456,2025-02,IntHE,010301020201,01:HELOAN,03:N/A,01:Canada,02:> Three years old,02:>= 80,01:Current & 1-29 DPD,859,31.75,,24,6.96,,,,0.08,0.06,0.12,0.67,0.1,2.98,0.08,1.03,1.12,23.5
Sample Bank,123456,2025-02,IntHE,010301020202,01:HELOAN,03:N/A,01:Canada,02:> Three years old,02:>= 80,02:30-89 DPD,550,59.54,,42,4.85,,,,1.33,0.98,0.13,1.38,-0.75,2.71,0.15,2.7,1.77,29.07
Sample Bank,123456,2025-02,IntHE,010301020203,01:HELOAN,03:N/A,01:Canada,02:> Three years old,02:>= 80,03:90-119 DPD,849,50.43,,14,4.26,,,,0.45,0.0,0.18,2.97,0.08,0.31,1.63,3.38,1.08,13.69
Sample Bank,123456,2025-02,IntHE,010301020204,01:HELOAN,03:N/A,01:Canada,02:> Three years old,02:>= 80,04:120-179 DPD,331,61.06,,7,8.68,,,,1.52,1.78,0.36,0.77,-0.97,2.56,0.35,1.18,0.76,12.97
Sample Bank,123456,2025-02,IntHE,010301020205,01:HELOAN,03:N/A,01:Canada,02:> Three years old,02:>= 80,05:180+ DPD,519,90.12,,47,5.54,,,,1.34,0.41,0.59,0.65,-0.35,4.86,1.37,0.47,0.66,26.76
Sample Bank,123456,2025-02,IntHE,010302010101,01:HELOAN,03:N/A,02:EMEA,01:<= Three years old,01:< 80,01:Current & 1-29 DPD,335,82.0,,26,7.37,,,,1.5,1.67,0.16,0.71,-0.56,0.16,1.7,2.95,0.72,24.67
Sample Bank,123456,2025-02,IntHE,010302010102,01:HELOAN,03:N/A,02:EMEA,01:<= Three years old,01:< 80,02:30-89 DPD,124,67.2,,39,9.69,,,,1.24,0.19,0.29,0.11,-0.34,0.63,0.24,1.12,0.75,7.32
Sample Bank,123456,2025-02,IntHE,010302010103,01:HELOAN,03:N/A,02:EMEA,01:<= Three years old,01:< 80,03:90-119 DPD,314,71.55,,15,9.52,,,,1.66,0.68,0.45,1.23,-0.47,2.32,1.8,3.99,0.95,26.84
Sample Bank,123456,2025-02,IntHE,010302010104,01:HELOAN,03:N/A,02:EMEA,01:<= Three years old,01:< 80,04:120-179 DPD,360,5.69,,5,2.81,,,,0.5,0.33,0.2,1.67,-0.77,3.61,1.12,1.9,0.73,10.66
Sample Bank,123456,2025-02,IntHE,010302010105,01:HELOAN,03:N/A,02:EMEA,01:<= Three years old,01:< 80,05:180+ DPD,892,55.67,,47,2.3,,,,0.43,1.93,0.08,2.36,-0.81,2.03,1.56,0.63,0.27,6.69
Sample Bank,123456,2025-02,IntHE,010302010201,01:HELOAN,03:N/A,02:EMEA,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,627,54.35,,4,1.77,,,,0.41,1.3,0.96,0.41,0.74,4.09,0.95,3.23,0.11,1.31
Sample Bank,123456,2025-02,IntHE,010302010202,01:HELOAN,03:N/A,02:EMEA,01:<= Three years old,02:>= 80,02:30-89 DPD,134,77.77,,11,1.77,,,,0.61,1.3,0.53,0.43,-0.56,2.71,0.99,2.46,0.33,4.22
Sample Bank,123456,2025-02,IntHE,010302010203,01:HELOAN,03:N/A,02:EMEA,01:<= Three years old,02:>= 80,03:90-119 DPD,653,78.54,,47,8.1,,,,0.17,0.72,0.42,1.84,0.72,3.65,0.83,4.48,1.65,19.07
Sample Bank,123456,2025-02,IntHE,010302010204,01:HELOAN,03:N/A,02:EMEA,01:<= Three years old,02:>= 80,04:120-179 DPD,303,20.7,,4,6.55,,,,0.8,0.93,0.41,1.88,0.13,0.32,0.07,0.3,1.6,28.57
Sample Bank,123456,2025-02,IntHE,010302010205,01:HELOAN,03:N/A,02:EMEA,01:<= Three years old,02:>= 80,05:180+ DPD,118,84.2,,23,0.06,,,,1.85,0.69,0.89,2.64,-0.91,4.46,1.31,0.05,1.77,11.22
Sample Bank,123456,2025-02,IntHE,010302020101,01:HELOAN,03:N/A,02:EMEA,02:> Three years old,01:< 80,01:Current & 1-29 DPD,545,47.42,,32,5.89,,,,1.93,1.71,0.79,2.16,0.31,4.2,0.44,0.34,1.41,15.81
Sample Bank,123456,2025-02,IntHE,010302020102,01:HELOAN,03:N/A,02:EMEA,02:> Three years old,01:< 80,02:30-89 DPD,766,53.61,,0,3.04,,,,0.25,1.01,0.12,2.47,-0.85,1.78,1.09,2.27,0.2,2.62
Sample Bank,123456,2025-02,IntHE,010302020103,01:HELOAN,03:N/A,02:EMEA,02:> Three years old,01:< 80,03:90-119 DPD,865,9.31,,7,8.93,,,,1.8,1.09,0.3,0.16,-0.02,0.38,0.69,3.27,0.94,24.84
Sample Bank,123456,2025-02,IntHE,010302020104,01:HELOAN,03:N/A,02:EMEA,02:> Three years old,01:< 80,04:120-179 DPD,915,60.14,,19,5.95,,,,0.41,1.2,0.43,1.72,0.6,2.31,1.86,2.04,1.78,7.16
Sample Bank,123456,2025-02,IntHE,010302020105,01:HELOAN,03:N/A,02:EMEA,02:> Three years old,01:< 80,05:180+ DPD,212,9.08,,23,8.39,,,,0.57,1.63,0.91,0.01,-0.15,2.93,0.96,4.97,0.1,10.68
Sample Bank,123456,2025-02,IntHE,010302020201,01:HELOAN,03:N/A,02:EMEA,02:> Three years old,02:>= 80,01:Current & 1-29 DPD,757,5.67,,3,1.77,,,,1.61,0.13,0.26,1.48,-0.78,3.69,1.84,4.5,0.02,6.34
Sample Bank,123456,2025-02,IntHE,010302020202,01:HELOAN,03:N/A,02:EMEA,02:> Three years old,02:>= 80,02:30-89 DPD,353,93.45,,8,1.71,,,,1.31,0.3,0.47,0.88,-0.87,0.17,1.4,2.4,0.53,4.09
Sample Bank,123456,2025-02,IntHE,010302020203,01:HELOAN,03:N/A,02:EMEA,02:> Three years old,02:>= 80,03:90-119 DPD,846,58.31,,50,9.32,,,,1.68,0.81,0.32,1.68,-0.91,2.9,1.52,3.57,1.31,6.13
Sample Bank,123456,2025-02,IntHE,010302020204,01:HELOAN,03:N/A,02:EMEA,02:> Three years old,02:>= 80,04:120-179 DPD,388,51.49,,33,1.01,,,,1.93,1.9,0.98,0.38,-0.15,4.0,1.72,0.29,0.8,17.6
Sample Bank,123456,2025-02,IntHE,010302020205,01:HELOAN,03:N/A,02:EMEA,02:> Three years old,02:>= 80,05:180+ DPD,853,37.07,,8,8.57,,,,1.48,0.16,0.3,2.93,-0.02,2.94,1.93,1.22,0.93,14.9
Sample Bank,123456,2025-02,IntHE,010303010101,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,01:< 80,01:Current & 1-29 DPD,859,22.53,,0,7.5,,,,0.15,1.46,0.72,0.57,0.42,3.97,1.07,3.51,0.19,24.95
Sample Bank,123456,2025-02,IntHE,010303010102,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,01:< 80,02:30-89 DPD,495,21.0,,39,9.25,,,,1.5,0.79,0.25,0.43,-0.77,3.19,1.41,2.22,1.18,9.85
Sample Bank,123456,2025-02,IntHE,010303010103,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,01:< 80,03:90-119 DPD,448,81.4,,5,8.05,,,,1.76,1.13,0.21,1.25,-0.02,2.85,0.85,3.81,0.94,29.36
Sample Bank,123456,2025-02,IntHE,010303010104,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,01:< 80,04:120-179 DPD,636,44.27,,24,3.3,,,,0.12,0.27,0.09,1.36,-0.18,0.02,1.95,2.7,1.56,25.8
Sample Bank,123456,2025-02,IntHE,010303010105,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,01:< 80,05:180+ DPD,19,12.06,,12,8.59,,,,1.53,1.91,0.2,1.92,0.71,4.15,0.23,2.06,1.46,4.04
Sample Bank,123456,2025-02,IntHE,010303010201,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,341,3.7,,43,2.42,,,,0.36,1.7,0.27,1.31,-0.85,4.28,1.77,3.98,0.67,3.56
Sample Bank,123456,2025-02,IntHE,010303010202,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,02:>= 80,02:30-89 DPD,244,63.4,,37,4.37,,,,1.54,0.84,0.85,1.41,0.69,1.58,1.93,2.21,1.07,29.44
Sample Bank,123456,2025-02,IntHE,010303010203,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,02:>= 80,03:90-119 DPD,687,39.15,,28,1.19,,,,1.91,1.58,0.98,1.26,-0.69,4.21,0.59,3.96,1.52,23.46
Sample Bank,123456,2025-02,IntHE,010303010204,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,02:>= 80,04:120-179 DPD,863,22.1,,17,4.84,,,,1.11,1.15,0.77,2.91,0.87,3.81,1.03,3.17,0.33,19.07
Sample Bank,123456,2025-02,IntHE,010303010205,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,02:>= 80,05:180+ DPD,858,29.95,,36,0.57,,,,1.46,1.26,0.4,2.92,0.51,4.33,0.41,4.72,1.15,16.94
Sample Bank,123456,2025-02,IntHE,010303020101,01:HELOAN,03:N/A,03:LATAM,02:> Three years old,01:< 80,01:Current & 1-29 DPD,456,85.66,,33,9.4,,,,0.56,1.04,0.73,0.46,0.57,4.23,1.63,0.3,0.24,20.34
Sample Bank,123456,2025-02,IntHE,010303020102,01:HELOAN,03:N/A,03:LATAM,02:> Three years old,01:< 80,02:30-89 DPD,276,40.11,,22,1.27,,,,0.11,1.85,0.66,2.51,0.85,1.64,1.39,2.47,1.74,3.49
